ledger_id,user_id,event,amount_inr,fx_source_currency,balance_after_inr,ts,channel
WAL_18c6b9a20e,U_a2b56abfcb,SPEND,-4462.44,LK,-3867.59,2025-12-28T17:00:00,QR
WAL_a787958837,U_a2b56abfcb,LOAD,16779.4,LK,16779.4,2026-01-03T19:00:00,APP
WAL_e73ab68c7f,U_a2b56abfcb,SPEND,-2881.17,LK,13898.23,2026-01-03T19:00:00,QR
WAL_32400285db,U_a2b56abfcb,SPEND,-696.37,LK,13201.86,2026-01-01T11:00:00,QR
WAL_978a443515,U_a2b56abfcb,SPEND,-2431.1,LK,10770.76,2026-01-01T17:00:00,QR
WAL_fd0e694344,U_a2b56abfcb,SPEND,-1555.98,LK,9214.78,2026-01-03T02:00:00,QR
WAL_c407619953,U_a2b56abfcb,SPEND,-3550.3,LK,5664.48,2026-01-03T12:00:00,QR
WAL_a23642e194,U_a2b56abfcb,SPEND,-995.97,LK,4668.51,2026-01-02T06:00:00,QR
WAL_c3c2c77db7,U_a2b56abfcb,SPEND,-663.64,LK,4004.87,2026-01-02T00:00:00,QR
WAL_30c1744376,U_a2b56abfcb,SPEND,-1520.17,LK,2484.7,2026-01-01T15:00:00,QR
WAL_c428d15e6b,U_a2b56abfcb,SPEND,-1873.85,LK,610.85,2026-01-02T16:00:00,QR
WAL_ad230e2ca5,U_a2b56abfcb,SPEND,-2224.69,LK,-1613.84,2026-01-01T00:00:00,QR
WAL_380b937ade,U_a2b56abfcb,LOAD,23325.53,LK,21711.69,2026-01-02T04:00:00,APP
WAL_b776271d23,U_a2b56abfcb,SPEND,-902.43,LK,20809.26,2026-01-03T23:00:00,QR
WAL_0c2ee038c6,U_0a6cc58f3f,LOAD,16803.53,AU,16803.53,2025-05-17T09:00:00,APP
WAL_72fc15615a,U_0a6cc58f3f,SPEND,-643.35,AU,16160.18,2025-05-17T09:00:00,QR
WAL_a55146aeed,U_0a6cc58f3f,LOAD,15089.6,AU,15089.6,2025-07-12T00:00:00,APP
WAL_d17df9d8f9,U_0a6cc58f3f,SPEND,-3394.74,AU,11694.86,2025-07-12T00:00:00,QR
WAL_e7923f3f52,U_3d848f2626,LOAD,5707.75,BD,5707.75,2025-03-18T18:00:00,APP
WAL_1217d365e1,U_3d848f2626,SPEND,-1522.88,BD,4184.87,2025-03-18T18:00:00,QR
WAL_a991260099,U_3d848f2626,SPEND,-2056.6,BD,2128.27,2025-03-17T03:00:00,QR
WAL_2276cf7c51,U_3d848f2626,SPEND,-2692.68,BD,-564.41,2025-03-15T17:00:00,QR
WAL_4ba92ca0ce,U_3d848f2626,LOAD,14811.23,BD,14246.82,2025-03-16T22:00:00,APP
WAL_f70f382426,U_3d848f2626,SPEND,-2549.75,BD,11697.07,2025-03-15T07:00:00,QR
WAL_91e21a944d,U_3d848f2626,SPEND,-1582.45,BD,10114.62,2025-03-12T08:00:00,QR
WAL_4e48b5d75e,U_3d848f2626,SPEND,-1617.6,BD,8497.02,2025-03-17T03:00:00,QR
WAL_3d1ba7363d,U_3d848f2626,SPEND,-819.12,BD,7677.9,2025-03-13T17:00:00,QR
WAL_67a5a6b337,U_8d908c45f3,LOAD,19540.38,US,19540.38,2026-03-12T15:00:00,APP
WAL_f8a6f3d689,U_8d908c45f3,SPEND,-2430.76,US,17109.62,2026-03-13T04:00:00,QR
WAL_11f3ab3ece,U_8d908c45f3,SPEND,-963.76,US,16145.86,2026-03-12T19:00:00,QR
WAL_2c7c60db02,U_8d908c45f3,SPEND,-1327.69,US,14818.17,2026-03-08T01:00:00,QR
WAL_3930055f2f,U_8d908c45f3,SPEND,-530.58,US,14287.59,2026-03-09T07:00:00,QR
WAL_9095d6c85e,U_8d908c45f3,SPEND,-720.32,US,13567.27,2026-03-13T00:00:00,QR
WAL_c3a9d42b27,U_8d908c45f3,SPEND,-2925.7,US,10641.57,2026-03-12T18:00:00,QR
WAL_50cea5ce62,U_8d908c45f3,SPEND,-1724.7,US,8916.87,2026-03-13T02:00:00,QR
WAL_c76f70a393,U_8d908c45f3,SPEND,-2011.76,US,6905.11,2026-03-10T04:00:00,QR
WAL_436ddb3825,U_8d908c45f3,SPEND,-1047.76,US,5857.35,2026-03-10T07:00:00,QR
WAL_9b64e3241e,U_8d908c45f3,SPEND,-1733.18,US,4124.17,2026-03-12T07:00:00,QR
WAL_df9b99222f,U_d53b259a8d,LOAD,12493.71,FR,12493.71,2025-04-06T14:00:00,APP
WAL_082af56b21,U_d53b259a8d,SPEND,-371.86,FR,12121.85,2025-04-06T14:00:00,QR
WAL_86064ed898,U_d53b259a8d,SPEND,-1860.9,FR,10260.95,2025-04-06T11:00:00,QR
WAL_d090d14b2b,U_d53b259a8d,SPEND,-1755.26,FR,8505.69,2025-04-07T07:00:00,QR
WAL_4c4c832fef,U_d53b259a8d,SPEND,-2044.86,FR,6460.83,2025-04-12T23:00:00,QR
WAL_cc60f9e12b,U_d53b259a8d,SPEND,-634.66,FR,5826.17,2025-04-18T11:00:00,QR
WAL_29c66fe7ab,U_d53b259a8d,SPEND,-1220.33,FR,4605.84,2025-04-05T22:00:00,QR
WAL_06870dea88,U_d53b259a8d,SPEND,-1620.72,FR,2985.12,2025-04-18T14:00:00,QR
WAL_9148b44d36,U_d53b259a8d,SPEND,-3818.68,FR,-833.56,2025-04-09T13:00:00,QR
WAL_2c418fc812,U_d53b259a8d,LOAD,3816.45,FR,2982.89,2025-04-16T08:00:00,APP
WAL_b1262d4d8e,U_d53b259a8d,SPEND,-3259.55,FR,-276.66,2025-04-16T08:00:00,QR
WAL_cc69ed5b54,U_d53b259a8d,LOAD,21841.63,FR,21841.63,2024-10-24T15:00:00,APP
WAL_f150023eb0,U_d53b259a8d,SPEND,-1871.53,FR,19970.1,2024-10-24T15:00:00,QR
WAL_47067cf6a4,U_d53b259a8d,SPEND,-903.49,FR,19066.61,2024-10-31T03:00:00,QR
WAL_c1b78d3f98,U_d53b259a8d,SPEND,-2460.22,FR,16606.39,2024-11-01T17:00:00,QR
WAL_e924adebc2,U_4046e3107a,LOAD,14938.97,US,14938.97,2025-10-31T18:00:00,APP
WAL_a3a7b299d7,U_4046e3107a,SPEND,-775.8,US,14163.17,2025-10-31T18:00:00,QR
WAL_3daddc911e,U_4046e3107a,SPEND,-1561.96,US,12601.21,2025-11-06T20:00:00,QR
WAL_c6956dd3b8,U_4046e3107a,SPEND,-1080.25,US,11520.96,2025-11-01T16:00:00,QR
WAL_368afc4c4c,U_4046e3107a,SPEND,-2720.56,US,8800.4,2025-11-05T14:00:00,QR
WAL_325647e696,U_870b957977,LOAD,20028.8,MY,20028.8,2025-01-07T06:00:00,APP
WAL_7ff07d3245,U_870b957977,SPEND,-1746.7,MY,18282.1,2025-01-07T06:00:00,QR
WAL_cb18c858fe,U_870b957977,SPEND,-1427.72,MY,16854.38,2025-01-05T02:00:00,QR
WAL_ea8ef7decd,U_870b957977,SPEND,-2682.12,MY,14172.26,2025-01-07T15:00:00,QR
WAL_3e3d33ed18,U_870b957977,SPEND,-1258.92,MY,12913.34,2025-01-01T04:00:00,QR
WAL_55f6d73b58,U_870b957977,SPEND,-780.88,MY,12132.46,2024-12-31T20:00:00,QR
WAL_655bcce5a0,U_870b957977,SPEND,-1116.94,MY,11015.52,2025-01-08T09:00:00,QR
WAL_02d94b4f47,U_d32243e877,LOAD,18652.04,GB,18652.04,2024-11-22T06:00:00,APP
WAL_ecfa817f13,U_d32243e877,SPEND,-3532.39,GB,15119.65,2024-11-25T09:00:00,QR
WAL_1b547e4124,U_d32243e877,SPEND,-1215.15,GB,13904.5,2024-11-25T02:00:00,QR
WAL_0a2f5668e7,U_d32243e877,SPEND,-1434.28,GB,12470.22,2024-11-24T00:00:00,QR
WAL_669530404a,U_d32243e877,SPEND,-3226.81,GB,9243.41,2024-11-23T14:00:00,QR
WAL_46eece542b,U_d32243e877,SPEND,-1509.94,GB,7733.47,2024-11-24T07:00:00,QR
WAL_0c660c12b3,U_7596c8d955,LOAD,20809.16,CA,20809.16,2025-11-21T19:00:00,APP
WAL_e09174ac7d,U_7596c8d955,SPEND,-1602.67,CA,19206.49,2025-11-21T19:00:00,QR
WAL_7850d2b6c7,U_7596c8d955,SPEND,-1127.56,CA,18078.93,2025-11-26T08:00:00,QR
WAL_558f1e3de5,U_7596c8d955,SPEND,-3016.13,CA,15062.8,2025-11-27T00:00:00,QR
WAL_a3ee506236,U_7596c8d955,SPEND,-4066.79,CA,10996.01,2025-11-19T05:00:00,QR
WAL_77d2b4a19c,U_7596c8d955,SPEND,-2244.46,CA,8751.55,2025-11-26T12:00:00,QR
WAL_c960d6699a,U_7596c8d955,SPEND,-2449.7,CA,6301.85,2025-11-19T06:00:00,QR
WAL_59dcbc0fc0,U_7596c8d955,SPEND,-705.67,CA,5596.18,2025-11-21T21:00:00,QR
WAL_cdc46e88ed,U_7596c8d955,SPEND,-1129.31,CA,4466.87,2025-11-27T22:00:00,QR
WAL_eecf7f751c,U_7596c8d955,SPEND,-3165.98,CA,1300.89,2025-11-27T03:00:00,QR
WAL_7cf3c33394,U_5d657c630a,LOAD,13679.51,REST,13679.51,2025-02-08T11:00:00,APP
WAL_fcf58840d1,U_5d657c630a,SPEND,-1172.82,REST,12506.69,2025-02-08T11:00:00,QR
WAL_2a24982a9c,U_5d657c630a,SPEND,-2773.38,REST,9733.31,2025-02-12T17:00:00,QR
WAL_79ace1bf7b,U_5d657c630a,SPEND,-3110.42,REST,6622.89,2025-02-15T23:00:00,QR
WAL_76ded93942,U_5d657c630a,SPEND,-1094.78,REST,5528.11,2025-02-06T07:00:00,QR
WAL_55746a0d79,U_a99e2939dd,LOAD,9291.34,AE,9291.34,2025-08-21T08:00:00,APP
WAL_24b5d25353,U_a99e2939dd,SPEND,-2336.83,AE,6954.51,2025-08-20T01:00:00,QR
WAL_03ccfcecb4,U_a99e2939dd,SPEND,-2203.81,AE,4750.7,2025-08-22T11:00:00,QR
WAL_9361f918ea,U_a99e2939dd,SPEND,-3297.0,AE,1453.7,2025-09-02T04:00:00,QR
WAL_5a77b43d96,U_a99e2939dd,SPEND,-1392.24,AE,61.46,2025-08-17T23:00:00,QR
WAL_b58dc411ac,U_a99e2939dd,SPEND,-2336.29,AE,-2274.83,2025-08-30T10:00:00,QR
WAL_cd1804dfe4,U_a99e2939dd,LOAD,5813.16,AE,3538.33,2025-08-31T06:00:00,APP
WAL_fb5cffa4ec,U_a99e2939dd,SPEND,-1243.73,AE,2294.6,2025-08-31T06:00:00,QR
WAL_1aa1af3f3b,U_a99e2939dd,LOAD,5647.54,AE,5647.54,2025-02-18T16:00:00,APP
WAL_e2c032b642,U_a99e2939dd,SPEND,-1442.43,AE,4205.11,2025-02-18T16:00:00,QR
WAL_cf34097aad,U_a99e2939dd,SPEND,-2912.25,AE,1292.86,2025-02-15T03:00:00,QR
WAL_c3d401cebf,U_a99e2939dd,SPEND,-2246.1,AE,-953.24,2025-02-20T00:00:00,QR
WAL_0b73b041cc,U_a99e2939dd,LOAD,17247.73,AE,16294.49,2025-02-26T22:00:00,APP
WAL_5e3a8b8edd,U_a99e2939dd,SPEND,-4558.99,AE,11735.5,2025-02-26T22:00:00,QR
WAL_8ed60b8816,U_a99e2939dd,SPEND,-1657.57,AE,10077.93,2025-02-27T09:00:00,QR
WAL_5808215b72,U_a99e2939dd,SPEND,-1179.02,AE,8898.91,2025-02-13T08:00:00,QR
WAL_9ad316f630,U_a99e2939dd,SPEND,-5283.8,AE,3615.11,2025-02-12T11:00:00,QR
WAL_81ad69b19a,U_a99e2939dd,LOAD,8079.68,AE,8079.68,2025-11-15T00:00:00,APP
WAL_7cf92a052b,U_a99e2939dd,SPEND,-1300.35,AE,6779.33,2025-11-15T00:00:00,QR
WAL_0d7a9a2dae,U_a99e2939dd,SPEND,-1977.19,AE,4802.14,2025-11-15T22:00:00,QR
WAL_3ae65b5deb,U_a99e2939dd,SPEND,-782.24,AE,4019.9,2025-11-15T05:00:00,QR
WAL_a6674fe0fd,U_a99e2939dd,SPEND,-485.08,AE,3534.82,2025-11-15T23:00:00,QR
WAL_4af48f0efe,U_a99e2939dd,SPEND,-1597.02,AE,1937.8,2025-11-19T09:00:00,QR
WAL_c5176a5f02,U_a99e2939dd,SPEND,-1551.48,AE,386.32,2025-11-21T23:00:00,QR
WAL_874ba94c8b,U_a99e2939dd,SPEND,-2014.69,AE,-1628.37,2025-11-16T10:00:00,QR
WAL_52b25f5492,U_a99e2939dd,LOAD,13175.5,AE,11547.13,2025-11-18T23:00:00,APP
WAL_9d200dbd66,U_a99e2939dd,SPEND,-866.97,AE,10680.16,2025-11-18T23:00:00,QR
WAL_f1b95855d1,U_a60b8f527b,LOAD,18064.51,REST,18064.51,2024-11-16T23:00:00,APP
WAL_774e53efff,U_a60b8f527b,SPEND,-1443.63,REST,16620.88,2024-11-26T20:00:00,QR
WAL_36198a2791,U_a60b8f527b,SPEND,-1026.19,REST,15594.69,2024-11-27T21:00:00,QR
WAL_fa03d51084,U_a60b8f527b,SPEND,-2146.78,REST,13447.91,2024-11-26T18:00:00,QR
WAL_6d1bee63af,U_a60b8f527b,SPEND,-2982.32,REST,10465.59,2024-11-27T07:00:00,QR
WAL_2cf6818198,U_a60b8f527b,SPEND,-2031.55,REST,8434.04,2024-11-26T09:00:00,QR
WAL_a581c04975,U_a60b8f527b,SPEND,-849.71,REST,7584.33,2024-11-27T12:00:00,QR
WAL_be942abc3c,U_a60b8f527b,SPEND,-2034.99,REST,5549.34,2024-11-15T17:00:00,QR
WAL_2e838f3e31,U_a60b8f527b,LOAD,8858.08,REST,8858.08,2025-04-21T13:00:00,APP
WAL_75d2e84091,U_a60b8f527b,SPEND,-1473.4,REST,7384.68,2025-04-25T00:00:00,QR
WAL_4d19cc0693,U_a60b8f527b,SPEND,-1432.38,REST,5952.3,2025-05-02T11:00:00,QR
WAL_d9a231947f,U_a60b8f527b,SPEND,-3700.95,REST,2251.35,2025-05-01T12:00:00,QR
WAL_4f4207da85,U_a60b8f527b,SPEND,-1376.48,REST,874.87,2025-04-22T22:00:00,QR
WAL_853d034435,U_a60b8f527b,SPEND,-832.97,REST,41.9,2025-04-28T00:00:00,QR
WAL_f193c970af,U_a60b8f527b,SPEND,-4071.07,REST,-4029.17,2025-04-30T11:00:00,QR
WAL_7cfd98aacd,U_a60b8f527b,LOAD,8713.35,REST,4684.18,2025-04-28T21:00:00,APP
WAL_5492ffa821,U_a60b8f527b,SPEND,-2101.71,REST,2582.47,2025-04-28T21:00:00,QR
WAL_f81fa53ade,U_a60b8f527b,SPEND,-1098.14,REST,1484.33,2025-04-27T00:00:00,QR
WAL_231a688f1b,U_a60b8f527b,SPEND,-4558.05,REST,-3073.72,2025-04-27T00:00:00,QR
WAL_d5afb97030,U_a60b8f527b,LOAD,3077.57,REST,3.85,2025-04-30T01:00:00,APP
WAL_9c1063421c,U_a60b8f527b,SPEND,-652.84,REST,-648.99,2025-04-30T01:00:00,QR
WAL_684e5372b3,U_a60b8f527b,LOAD,6378.95,REST,5729.96,2025-04-26T05:00:00,APP
WAL_fbad34665a,U_a60b8f527b,SPEND,-2276.94,REST,3453.02,2025-04-26T05:00:00,QR
WAL_0d477536a0,U_a60b8f527b,SPEND,-842.71,REST,2610.31,2025-04-26T12:00:00,QR
WAL_71e3199d39,U_a60b8f527b,SPEND,-434.88,REST,2175.43,2025-05-01T04:00:00,QR
WAL_f7dc863919,U_20b77ecd06,LOAD,23165.64,AE,23165.64,2024-10-09T06:00:00,APP
WAL_db73541d9a,U_20b77ecd06,SPEND,-1716.14,AE,21449.5,2024-10-09T06:00:00,QR
WAL_dd3195f231,U_20b77ecd06,SPEND,-1775.35,AE,19674.15,2024-10-17T07:00:00,QR
WAL_8340093c1d,U_20b77ecd06,SPEND,-1414.98,AE,18259.17,2024-10-21T22:00:00,QR
WAL_ce7a9cbbf2,U_20b77ecd06,SPEND,-1058.63,AE,17200.54,2024-10-24T01:00:00,QR
WAL_f8a722a799,U_20b77ecd06,SPEND,-1521.72,AE,15678.82,2024-10-20T06:00:00,QR
WAL_9c8608502f,U_20b77ecd06,SPEND,-917.93,AE,14760.89,2024-10-18T14:00:00,QR
WAL_609b082ada,U_20b77ecd06,SPEND,-2364.65,AE,12396.24,2024-10-21T01:00:00,QR
WAL_4c376cca12,U_20b77ecd06,LOAD,15930.14,AE,15930.14,2025-04-10T16:00:00,APP
WAL_11a8d8803c,U_20b77ecd06,SPEND,-3146.55,AE,12783.59,2025-04-10T16:00:00,QR
WAL_73f4a46fc3,U_20b77ecd06,SPEND,-2676.13,AE,10107.46,2025-04-15T16:00:00,QR
WAL_f99966c042,U_20b77ecd06,SPEND,-3596.68,AE,6510.78,2025-04-14T12:00:00,QR
WAL_585af4c03b,U_20b77ecd06,SPEND,-3420.32,AE,3090.46,2025-04-12T17:00:00,QR
WAL_b1af43f4c7,U_20b77ecd06,SPEND,-1578.83,AE,1511.63,2025-04-13T14:00:00,QR
WAL_f0af2814d7,U_9c8c3bd943,LOAD,22942.37,AU,22942.37,2025-02-24T23:00:00,APP
WAL_d7154ddd7d,U_9c8c3bd943,SPEND,-2939.66,AU,20002.71,2025-02-24T23:00:00,QR
WAL_50ff0ef55e,U_9c8c3bd943,SPEND,-872.53,AU,19130.18,2025-02-26T22:00:00,QR
WAL_71fa18d0fe,U_9c8c3bd943,SPEND,-1345.36,AU,17784.82,2025-02-26T23:00:00,QR
WAL_5f63dd3c1b,U_9c8c3bd943,SPEND,-2098.7,AU,15686.12,2025-02-28T10:00:00,QR
WAL_56c2926d5b,U_9c8c3bd943,SPEND,-4226.55,AU,11459.57,2025-02-27T18:00:00,QR
WAL_fa1cca5922,U_9c8c3bd943,SPEND,-1257.43,AU,10202.14,2025-03-01T02:00:00,QR
WAL_79fe452747,U_0a69d0a86a,LOAD,10071.51,REST,10071.51,2025-01-19T05:00:00,APP
WAL_28c5cfa947,U_0a69d0a86a,SPEND,-2136.17,REST,7935.34,2025-01-24T12:00:00,QR
WAL_9609a66f7c,U_0a69d0a86a,SPEND,-753.81,REST,7181.53,2025-01-22T18:00:00,QR
WAL_2a4f1d4c80,U_0a69d0a86a,SPEND,-3223.43,REST,3958.1,2025-01-20T06:00:00,QR
WAL_d47b1270ec,U_0a69d0a86a,SPEND,-1285.13,REST,2672.97,2025-01-20T22:00:00,QR
WAL_a6fe9cb2b3,U_0a69d0a86a,SPEND,-1124.48,REST,1548.49,2025-01-26T09:00:00,QR
WAL_310a2d63c6,U_0a69d0a86a,SPEND,-727.5,REST,820.99,2025-01-28T04:00:00,QR
WAL_3b9b19d1c5,U_0a69d0a86a,SPEND,-1396.85,REST,-575.86,2025-01-19T00:00:00,QR
WAL_dbfccf96e1,U_0a69d0a86a,LOAD,24474.28,REST,23898.42,2025-01-27T20:00:00,APP
WAL_f3ac9d435a,U_0a69d0a86a,SPEND,-1737.26,REST,22161.16,2025-01-24T08:00:00,QR
WAL_bc5c5c17fe,U_0a69d0a86a,LOAD,4303.48,REST,4303.48,2026-06-30T06:00:00,APP
WAL_9a66162884,U_0a69d0a86a,SPEND,-1331.38,REST,2972.1,2026-06-30T06:00:00,QR
WAL_d85555575f,U_0a69d0a86a,SPEND,-3275.62,REST,-303.52,2026-07-03T05:00:00,QR
WAL_bc55f5f11f,U_0a69d0a86a,LOAD,8170.44,REST,7866.92,2026-07-04T00:00:00,APP
WAL_daded821c4,U_0a69d0a86a,SPEND,-685.46,REST,7181.46,2026-07-04T00:00:00,QR
WAL_4477db8bd0,U_0a69d0a86a,SPEND,-3607.95,REST,3573.51,2026-07-06T22:00:00,QR
WAL_ef5b096ff2,U_0a69d0a86a,SPEND,-2059.87,REST,1513.64,2026-07-05T04:00:00,QR
WAL_2331a29ac7,U_0a69d0a86a,SPEND,-1806.96,REST,-293.32,2026-07-11T20:00:00,QR
WAL_b2d1da8867,U_0a69d0a86a,LOAD,16788.18,REST,16494.86,2026-07-09T12:00:00,APP
WAL_8e12d2c196,U_0a69d0a86a,SPEND,-2200.37,REST,14294.49,2026-06-30T20:00:00,QR
WAL_8e86f443f4,U_0a69d0a86a,SPEND,-1145.37,REST,13149.12,2026-07-05T08:00:00,QR
WAL_b7f2e2bcf9,U_48a41f42b7,LOAD,13249.4,US,13249.4,2026-05-16T14:00:00,APP
WAL_2886890d79,U_48a41f42b7,SPEND,-1275.9,US,11973.5,2026-05-16T14:00:00,QR
WAL_5bf1e921d7,U_48a41f42b7,SPEND,-1196.96,US,10776.54,2026-05-17T04:00:00,QR
WAL_8b0cc71145,U_48a41f42b7,SPEND,-1003.4,US,9773.14,2026-05-16T01:00:00,QR
WAL_6be1f4c32d,U_48a41f42b7,SPEND,-1690.81,US,8082.33,2026-05-08T10:00:00,QR
WAL_f63d27a8fc,U_48a41f42b7,SPEND,-3035.64,US,5046.69,2026-05-25T03:00:00,QR
WAL_ed6d6be12a,U_48a41f42b7,SPEND,-3426.61,US,1620.08,2026-05-19T18:00:00,QR
WAL_042c971e4f,U_48a41f42b7,SPEND,-985.78,US,634.3,2026-05-07T15:00:00,QR
WAL_2648d8e072,U_48a41f42b7,SPEND,-3286.47,US,-2652.17,2026-05-12T17:00:00,QR
WAL_128a9d1cce,U_48a41f42b7,LOAD,20210.19,US,17558.02,2026-05-23T15:00:00,APP
WAL_405e73ad7c,U_48a41f42b7,SPEND,-1740.53,US,15817.49,2026-05-23T15:00:00,QR
WAL_f1476c417d,U_9a0756330f,LOAD,8260.45,DE,8260.45,2026-03-27T07:00:00,APP
WAL_e9dc91e702,U_9a0756330f,SPEND,-732.78,DE,7527.67,2026-03-27T07:00:00,QR
WAL_a5106c88a3,U_9a0756330f,SPEND,-2622.87,DE,4904.8,2026-03-21T21:00:00,QR
WAL_3bf543ca66,U_9a0756330f,SPEND,-2248.0,DE,2656.8,2026-03-27T09:00:00,QR
WAL_fc8f8206f6,U_9a0756330f,SPEND,-1997.63,DE,659.17,2026-03-24T11:00:00,QR
WAL_da51a860ad,U_9a0756330f,SPEND,-500.27,DE,158.9,2026-03-25T15:00:00,QR
WAL_efe6aa4854,U_9a0756330f,SPEND,-1146.17,DE,-987.27,2026-03-27T23:00:00,QR
WAL_b590dd17fa,U_9a0756330f,LOAD,6251.97,DE,5264.7,2026-03-28T09:00:00,APP
WAL_38f61ca6cc,U_9a0756330f,SPEND,-1155.63,DE,4109.07,2026-03-28T09:00:00,QR
WAL_fbaf773501,U_9a0756330f,SPEND,-1247.79,DE,2861.28,2026-03-27T04:00:00,QR
WAL_e23ca7e48e,U_9a0756330f,SPEND,-1860.2,DE,1001.08,2026-03-20T13:00:00,QR
WAL_b07fe85c56,U_9a0756330f,SPEND,-758.93,DE,242.15,2026-03-19T03:00:00,QR
WAL_3dad67ef8c,U_9a0756330f,SPEND,-4322.23,DE,-4080.08,2026-03-21T01:00:00,QR
WAL_0694edbe7e,U_9a0756330f,LOAD,12151.34,DE,8071.27,2026-03-22T05:00:00,APP
WAL_4f9f5820d2,U_9a0756330f,SPEND,-837.91,DE,7233.36,2026-03-26T15:00:00,QR
WAL_fddb1d784e,U_9a0756330f,LOAD,16252.26,DE,16252.26,2026-07-05T18:00:00,APP
WAL_6f7f117fb0,U_9a0756330f,SPEND,-1496.45,DE,14755.81,2026-07-05T18:00:00,QR
WAL_f949aa3157,U_9a0756330f,SPEND,-1740.8,DE,13015.01,2026-07-09T11:00:00,QR
WAL_53bccf5ba7,U_2fca5084ce,LOAD,17179.5,DE,17179.5,2025-11-02T20:00:00,APP
WAL_12fb79ec04,U_2fca5084ce,LOAD,20330.65,DE,20330.65,2025-09-19T14:00:00,APP
WAL_ae96bb2fa3,U_2fca5084ce,SPEND,-837.54,DE,19493.11,2025-09-19T14:00:00,QR
WAL_0d7c720c30,U_2fca5084ce,SPEND,-572.73,DE,18920.38,2025-09-19T21:00:00,QR
WAL_affb4e4d85,U_2fca5084ce,SPEND,-2268.26,DE,16652.12,2025-09-18T23:00:00,QR
WAL_766cb7bd2f,U_2fca5084ce,LOAD,20224.06,DE,20224.06,2025-04-11T22:00:00,APP
WAL_3586b7d993,U_2fca5084ce,SPEND,-2237.47,DE,17986.59,2025-04-11T22:00:00,QR
WAL_596f0d238f,U_2fca5084ce,SPEND,-1508.4,DE,16478.19,2025-04-15T23:00:00,QR
WAL_f9f6d45218,U_2fca5084ce,SPEND,-993.88,DE,15484.31,2025-04-13T23:00:00,QR
WAL_18fbbad234,U_2fca5084ce,SPEND,-2030.04,DE,13454.27,2025-04-13T02:00:00,QR
WAL_42fb09bde1,U_2fca5084ce,SPEND,-689.52,DE,12764.75,2025-04-14T14:00:00,QR
WAL_6e9fc4e8b7,U_2fca5084ce,SPEND,-3241.57,DE,9523.18,2025-04-20T16:00:00,QR
WAL_d904e50965,U_2fca5084ce,SPEND,-816.73,DE,8706.45,2025-04-10T02:00:00,QR
WAL_82062bfaa5,U_2fca5084ce,SPEND,-637.79,DE,8068.66,2025-04-15T08:00:00,QR
WAL_00899eab6e,U_2fca5084ce,SPEND,-1559.81,DE,6508.85,2025-04-15T15:00:00,QR
WAL_c88a3c977e,U_2fca5084ce,SPEND,-1173.4,DE,5335.45,2025-04-13T19:00:00,QR
WAL_fc639bb841,U_2fca5084ce,SPEND,-1003.72,DE,4331.73,2025-04-14T11:00:00,QR
WAL_b5382c2d2d,U_2fca5084ce,SPEND,-1671.96,DE,2659.77,2025-04-08T11:00:00,QR
WAL_1ae24d9d30,U_2fca5084ce,SPEND,-1128.87,DE,1530.9,2025-04-10T10:00:00,QR
WAL_1dfa330d63,U_e3027bb0ca,LOAD,24048.44,FR,24048.44,2024-08-21T01:00:00,APP
WAL_09d90e1f1e,U_e3027bb0ca,SPEND,-1701.1,FR,22347.34,2024-08-21T01:00:00,QR
