attempt_id,user_id,tau_hat,ev_suppressed
ATT_da471083fb,U_1a2965c880,0.10958175718508134,False
ATT_631fd13d28,U_1a2965c880,0.02551173113651284,False
ATT_36def65c74,U_29c3498d97,0.031671516602303634,False
ATT_2fb9948d49,U_29c3498d97,0.0054280598562528315,False
ATT_2dd6953b6f,U_29c3498d97,0.08765710388219586,False
ATT_3e96341154,U_10b6b121e9,0.15606801581468413,False
ATT_47bf777261,U_10b6b121e9,0.09050469836419106,False
ATT_756cf58dc1,U_10b6b121e9,0.07027108946690785,False
ATT_72b8be15f7,U_10b6b121e9,-0.1991021956604893,True
ATT_252c7b974c,U_10b6b121e9,-0.04099485846994533,True
ATT_82500ca1a9,U_10b6b121e9,-0.0998675511756203,True
ATT_afa8348c80,U_10b6b121e9,-0.055560005932589696,True
ATT_60b0c75ae7,U_10b6b121e9,0.05810955470476187,False
ATT_c9dc63f59f,U_10b6b121e9,0.02599719471832429,False
ATT_3ee1523f1a,U_1e33acf6f2,0.33061535789170293,False
ATT_82080ea4f4,U_1e33acf6f2,0.0056763841260323855,False
ATT_0bd60d71dc,U_1e33acf6f2,0.11701008653754974,False
ATT_fbadb2fbfb,U_1e33acf6f2,-0.07103175821165147,True
ATT_63e06c885b,U_1e33acf6f2,0.013874857124674456,False
ATT_05e05eaa8b,U_1e33acf6f2,0.11023793233633594,False
ATT_15766ac002,U_1e33acf6f2,0.0703763365062377,False
ATT_0eb18ed7d3,U_1e33acf6f2,0.08195277406277901,False
ATT_872f79ba72,U_1e33acf6f2,0.06937153246602751,False
ATT_8292a2ea2b,U_1e33acf6f2,-0.015584156856844333,True
ATT_b1b77b89c2,U_f6568ebeb6,0.10274594531747674,False
ATT_97f772b7ea,U_f6568ebeb6,0.05953757212379393,False
ATT_3992c13744,U_f6568ebeb6,-0.02280385804184576,True
ATT_f6f881e6ce,U_f6568ebeb6,0.016947644605097067,False
ATT_1e3a8f3588,U_f6568ebeb6,-0.045603361899624106,True
ATT_1886ce3570,U_f6568ebeb6,-0.13759308766324682,True
ATT_9583f0b542,U_8f0591f34a,0.07948346180497898,False
ATT_2a594a1345,U_8f0591f34a,0.05765364201178694,False
ATT_c30928ea0c,U_8f0591f34a,0.10162368163406899,False
ATT_5aa7b4a5be,U_8f0591f34a,0.14626938479962676,False
ATT_db6c4e258f,U_8f0591f34a,0.09863989927239608,False
ATT_02182e3bde,U_8f0591f34a,0.1344163357587157,False
ATT_d5f6ab8b09,U_8f0591f34a,0.1028205183581461,False
ATT_c47534b198,U_8f0591f34a,0.1124050357826468,False
ATT_9c7ebd3b8e,U_8f0591f34a,0.05194404797695773,False
ATT_c9818fc794,U_8f0591f34a,0.08962952442388866,False
ATT_7f9a2266b6,U_8f0591f34a,0.004957094282345864,False
ATT_5ed5d3090c,U_8f0591f34a,0.1995413097615927,False
ATT_95fd1a0db5,U_0b23ae4d04,0.06954212575429125,False
ATT_55a635f690,U_0b23ae4d04,0.14514320293942987,False
ATT_9d1c568350,U_0b23ae4d04,0.03342375449041973,False
ATT_7272ad97db,U_0b23ae4d04,0.06254086870960202,False
ATT_9ab92dafe5,U_0b23ae4d04,-0.0049468859845970825,True
ATT_a7096de7a2,U_0b23ae4d04,0.08781774328665565,False
ATT_f95b6e93ab,U_0b23ae4d04,-0.14338051684894254,True
ATT_a3e7196cdd,U_0b23ae4d04,0.028471601854418438,False
ATT_d6ba5017ec,U_0b23ae4d04,-0.03220233291439728,True
ATT_21e9bf862e,U_0b23ae4d04,-0.04719004070735039,True
ATT_ff6c09e487,U_0b23ae4d04,0.06023739377220383,False
ATT_017b4e68f4,U_0b23ae4d04,0.11013045287563916,False
ATT_fc40713037,U_0b23ae4d04,-0.09396924405990831,True
ATT_be410083d3,U_0b23ae4d04,0.020014882033869696,False
ATT_874ef187b1,U_0b23ae4d04,0.006239902591446245,False
ATT_f98d0e3983,U_c36c23baca,-0.017017702926690137,True
ATT_81a3ee5193,U_c36c23baca,-0.11826756165156627,True
ATT_53347f5e1e,U_c36c23baca,0.001524018650081227,False
ATT_081613b383,U_c36c23baca,0.011848700681895252,False
ATT_2ca5841f43,U_c36c23baca,0.03488418348593042,False
ATT_48ded123f4,U_cc67657053,-0.001805527186081679,True
ATT_c6ce49edea,U_cc67657053,-0.030654723806449624,True
ATT_50cd503574,U_cc67657053,-0.03947223569820707,True
ATT_7b6ef12360,U_cc67657053,0.04086793965266361,False
ATT_273cc96f43,U_cc67657053,0.09226655384216947,False
ATT_51da99397d,U_cc67657053,-0.06710136011473078,True
ATT_bc4d4a0c7e,U_cc67657053,-0.041369573896103906,True
ATT_ef5eeb0a38,U_cc67657053,-0.017709400389662566,True
ATT_c2fed0527d,U_cc67657053,-0.007712376850362468,True
ATT_57ec2f5807,U_cc67657053,0.023301243912478453,False
ATT_1d7c482a8b,U_cc67657053,0.05842865946475734,False
ATT_d65240854a,U_cc67657053,0.04108992568015102,False
ATT_3aff627c93,U_cc67657053,0.011524893801884373,False
ATT_1649ea03b3,U_cc67657053,-0.0007026088989019463,True
ATT_232171a086,U_cc67657053,0.016489284870234877,False
ATT_80d46284ce,U_058c3338a3,0.11485027405654413,False
ATT_0d8522add9,U_058c3338a3,-0.030276280082589924,True
ATT_5c567b2007,U_020f53a751,0.15595865189595,False
ATT_a32b11e252,U_020f53a751,-0.025382926625354407,True
ATT_56649b6612,U_020f53a751,0.12592990115664096,False
ATT_dee87f0000,U_020f53a751,-0.04142899292541924,True
ATT_8f47486aac,U_020f53a751,-0.398375465420546,True
ATT_5fc6c2c0b1,U_9c19236920,0.08205343029208342,False
ATT_a142292ead,U_9c19236920,0.6453181349871661,False
ATT_2fbc6c3f42,U_9c19236920,-0.003101399935018956,True
ATT_0f92d601f9,U_6248293760,0.023902872023818744,False
ATT_9cb64c3039,U_6248293760,0.05323660243975453,False
ATT_568362c28b,U_bcd2fc48f7,0.1869653573351546,False
ATT_881583a268,U_bcd2fc48f7,0.1117810105746544,False
ATT_9c128e2bcd,U_bcd2fc48f7,0.0643545077669081,False
ATT_637b1e8eb1,U_bcd2fc48f7,0.03676798555015742,False
ATT_8c7f3fcb02,U_bcd2fc48f7,0.10263408978333377,False
ATT_0d44ae841d,U_bcd2fc48f7,0.011098801655841872,False
ATT_870460727b,U_bcd2fc48f7,0.05306486211028871,False
ATT_f0a8c68067,U_bcd2fc48f7,0.14938145947568043,False
ATT_8d6590455e,U_bcd2fc48f7,-0.022834439547844254,True
ATT_b40c4a9ac1,U_e5e6a9ad66,0.04896531181024055,False
ATT_3eddc18ed5,U_e5e6a9ad66,-0.06181450883050513,True
ATT_1608019460,U_e5e6a9ad66,0.1050880471280693,False
ATT_605eeb03a0,U_e5e6a9ad66,0.22705468161186687,False
ATT_e91cb8afc7,U_e5e6a9ad66,0.07634318824393552,False
ATT_5ea6ad8eee,U_e5e6a9ad66,0.21606435552523293,False
ATT_4cc8773411,U_1ac216b11d,0.15829825429880012,False
ATT_4184368dcd,U_1ac216b11d,0.038790483498101824,False
ATT_564eafbf56,U_baad3c2af9,-0.2579428186246062,True
ATT_8ce1a104c7,U_baad3c2af9,0.011197402606751117,False
ATT_b18da4eee0,U_baad3c2af9,0.01754324681313546,False
ATT_fd47dcd2f0,U_baad3c2af9,-0.0634969961881105,True
ATT_07dadf4f6d,U_baad3c2af9,0.15191753242526781,False
ATT_8438a44894,U_baad3c2af9,0.04055651392020021,False
ATT_b300d13f64,U_baad3c2af9,0.12986692614476247,False
ATT_328be931f5,U_baad3c2af9,0.07867980839874444,False
ATT_7adbf707b6,U_baad3c2af9,0.1736345878517795,False
ATT_2522e56767,U_baad3c2af9,0.02722658191612981,False
ATT_3a746693b2,U_baad3c2af9,0.11703152478702367,False
ATT_3ad48ea134,U_baad3c2af9,0.10674034946232652,False
ATT_0a15d2c55b,U_aee726623f,0.09313840968196002,False
ATT_70aac3dcf1,U_aee726623f,0.00908235455105788,False
ATT_9771b1344a,U_ad71a24056,-0.1360567375038827,True
ATT_ccb51eb55d,U_ad71a24056,0.13250125742311442,False
ATT_41e8d2dfd4,U_ad71a24056,0.15830861173907979,False
ATT_38baca0d03,U_ad71a24056,0.1271449286832711,False
ATT_f8c7a10b99,U_ad71a24056,0.1486575103429471,False
ATT_4716a8153d,U_ad71a24056,-0.04180449744857384,True
ATT_715b925472,U_ad71a24056,0.08350589131514813,False
ATT_447f1eb485,U_ad71a24056,0.28392111395125885,False
ATT_4b9b45a398,U_ad71a24056,0.09197985702511297,False
ATT_8242956d88,U_ad71a24056,0.062073521569635914,False
ATT_c07c53e369,U_ad71a24056,0.08895111709296999,False
ATT_c4bee701d2,U_ad71a24056,0.09565032894209058,False
ATT_2dbe05d129,U_ad71a24056,-0.049439278139935205,True
ATT_7a6da3e041,U_ad71a24056,-0.04614837074939199,True
ATT_8a70b15174,U_630ad5817c,0.07484359400007462,False
ATT_b1d07d30f3,U_c1be4b15e7,0.03301787193925104,False
ATT_f1e90e574e,U_c1be4b15e7,0.04506158299817098,False
ATT_178effe57f,U_d906067867,0.08928794994234113,False
ATT_40e24ef402,U_d906067867,-0.0147776722519114,True
ATT_23318edf4e,U_d906067867,0.08362975680540091,False
ATT_37e7d6d972,U_d906067867,-0.4523834417120522,True
ATT_c0b0931907,U_d906067867,-0.05599167406439476,True
ATT_ee9415384a,U_d906067867,0.007062978964040567,False
ATT_90fd6d5b5c,U_d906067867,0.028801481020596154,False
ATT_0fa23ec391,U_d906067867,0.22644969264985002,False
ATT_1fdd9568b2,U_d906067867,0.10315027514377367,False
ATT_8447dabade,U_d906067867,0.02976143043657964,False
ATT_fa23e7adf9,U_d906067867,0.08330758744370131,False
ATT_07c4446f41,U_d906067867,0.1380491474354846,False
ATT_2ea4e22011,U_d906067867,-0.17443766580935172,True
ATT_b8d993f759,U_d906067867,0.053977005893101615,False
ATT_eca80e17bd,U_d906067867,0.02787408919190293,False
ATT_856278d0e8,U_d906067867,-0.0036868010759955605,True
ATT_34e2fdc4e0,U_d906067867,0.016155375004859474,False
ATT_6daf455c61,U_d906067867,-0.10896467941187332,True
ATT_d64719ca85,U_d906067867,0.1541740914035137,False
ATT_764706a88a,U_d906067867,0.05273443565266206,False
ATT_769f83bc28,U_47156a783e,-0.030337910133187762,True
ATT_0a4fb8db99,U_47156a783e,0.021658519228638984,False
ATT_ae95cbabbb,U_28a245e63b,0.037784297429523994,False
ATT_cec1c23a81,U_28a245e63b,0.0013942052404811722,False
ATT_a11c771d2f,U_28a245e63b,-0.2403491184050085,True
ATT_af3480ba86,U_28a245e63b,0.06439656074048847,False
ATT_462509e17c,U_28a245e63b,0.07261032454063837,False
ATT_07f02aecc8,U_28a245e63b,0.074226403160157,False
ATT_e1bbd47e07,U_28a245e63b,0.02067251863594788,False
ATT_3668860040,U_28a245e63b,0.07695039778535798,False
ATT_8a32d00325,U_28a245e63b,0.0036757239853963952,False
ATT_98145570d4,U_28a245e63b,0.05555706766376389,False
ATT_410beddf0e,U_28a245e63b,0.179943224354046,False
ATT_9d75a7fecd,U_28a245e63b,0.14407530282233982,False
ATT_ccb83decb8,U_28a245e63b,0.13451323029522094,False
ATT_742145ce3d,U_28a245e63b,0.057424364909511194,False
ATT_bf550794d0,U_31b29bb935,0.06810671332916313,False
ATT_18770f1bfc,U_31b29bb935,-0.03392391134589051,True
ATT_7d4d814fe2,U_31b29bb935,-0.015865191941824508,True
ATT_dfa6e3424c,U_d458aa6986,0.17073715993147257,False
ATT_161d9062b6,U_d458aa6986,-0.0176095093616484,True
ATT_9bfe92de16,U_d458aa6986,-0.01674063325776487,True
ATT_0249556ae3,U_d458aa6986,0.015186683412985569,False
ATT_101f863203,U_d458aa6986,0.10543087348377844,False
ATT_26f3d19a30,U_d458aa6986,-0.03284007345969958,True
ATT_fd64d60bd9,U_d458aa6986,-0.21424009927663706,True
ATT_0c5c4e7f05,U_d458aa6986,0.11035570489717497,False
ATT_dcff48f41a,U_d458aa6986,-0.06920892102398424,True
ATT_cffe8d2708,U_e95b5f7b2a,0.1572278691228436,False
ATT_5729fca55e,U_e95b5f7b2a,0.05672003597954195,False
ATT_f098a8f065,U_e95b5f7b2a,-0.218981068236496,True
ATT_88266262af,U_3244b30a06,0.033038824599162075,False
ATT_179a7227cb,U_3244b30a06,0.07160145694340164,False
ATT_f14cde6fa2,U_3244b30a06,0.13678028908816026,False
ATT_9b42648ea2,U_3244b30a06,0.05795870232151684,False
ATT_1008ff831d,U_3244b30a06,0.10952232612479956,False
ATT_c677fc370d,U_3244b30a06,0.04233429957676044,False
ATT_3e827e087c,U_5dc7f0fae1,0.030122149858315572,False
ATT_d2047d3a20,U_5dc7f0fae1,0.06030611612917136,False
ATT_af303d501c,U_5dc7f0fae1,0.13525828030424597,False
ATT_d8499bf5e9,U_5dc7f0fae1,0.05558320746126372,False
ATT_2adc6272f6,U_5dc7f0fae1,0.06257931068067774,False
ATT_3c6935aa19,U_d507c95bd3,0.06380312949702349,False
ATT_0ef0b439da,U_d507c95bd3,0.15487785879074956,False
ATT_59225eb893,U_d507c95bd3,-0.05891895543875969,True
ATT_9a4875169a,U_d507c95bd3,0.12489197813214944,False
ATT_c310fdc2bb,U_d507c95bd3,0.06913755098075325,False
ATT_aad305670d,U_d507c95bd3,0.050304967106256315,False
ATT_fdce0bb124,U_d507c95bd3,-0.019262513520299285,True
ATT_834fb5f6d1,U_d962412ca8,0.1613713210453823,False
ATT_3cdb5de9ec,U_d962412ca8,0.09182048251060271,False
ATT_492560947f,U_d962412ca8,0.034283393143672514,False
ATT_c5f887de3e,U_0759548b57,-0.003656222355117922,True
ATT_aa5d520b35,U_0759548b57,0.12801424539736656,False
ATT_151386c2a9,U_0759548b57,0.13739762240654474,False
ATT_7bc7195eb2,U_0759548b57,0.04713383943649352,False
ATT_b5a61e194c,U_3004b8c7ce,-0.05886928568241634,True
ATT_f320933316,U_3004b8c7ce,0.20114353084158929,False
ATT_2b9e571cfd,U_3004b8c7ce,0.07641169119030922,False
ATT_558f78bb11,U_3004b8c7ce,0.07517216131055343,False
ATT_07c590e061,U_3004b8c7ce,0.012556792215928703,False
ATT_684c9db46b,U_3004b8c7ce,0.11193494496739304,False
ATT_7edd2f65e9,U_3004b8c7ce,0.08780762323038949,False
ATT_b73c19b177,U_3004b8c7ce,0.1412369092582862,False
ATT_a7425faa97,U_3004b8c7ce,0.04101797339794511,False
ATT_320639b261,U_f18af2ad07,0.16696136436909798,False
ATT_97627d2859,U_f18af2ad07,0.0854140957499897,False
ATT_436bb89c85,U_f18af2ad07,0.14562653330295328,False
ATT_b4e179bbe7,U_f18af2ad07,0.17516581100563586,False
ATT_8b3d6fc74c,U_f18af2ad07,0.11774464634894236,False
ATT_14b2cf893a,U_f18af2ad07,-0.00034314580531569217,True
ATT_a969509b11,U_6b76b4b20a,0.040310960110123584,False
ATT_4ec9c6dd58,U_6b76b4b20a,0.12736296711344233,False
ATT_6e23325b24,U_6b76b4b20a,0.18503608977537275,False
ATT_9cdee157f8,U_6b76b4b20a,0.10518377902619974,False
ATT_7a9023e609,U_6b76b4b20a,-0.028001105127321957,True
ATT_8dd31d1bba,U_6b76b4b20a,-0.021425480562435595,True
ATT_7f2d5e4c6e,U_6b76b4b20a,0.024666633584896125,False
ATT_5a82e4f9ae,U_01f2255829,0.15481088629859033,False
ATT_c47b97d963,U_01f2255829,0.05277848301411303,False
ATT_ac53d112c2,U_01f2255829,-0.007538730673363969,True
ATT_65ab93f60b,U_01f2255829,0.005677060612534646,False
ATT_01af9174d2,U_01f2255829,0.3078251020286191,False
ATT_bcf51f7761,U_01f2255829,0.06345733258374314,False
ATT_20e8317166,U_01f2255829,-0.1810357855989168,True
ATT_519717e1c9,U_01f2255829,0.055091825109947645,False
ATT_812b0679a4,U_01f2255829,0.0871770376688234,False
ATT_23a404b9db,U_01f2255829,0.07352352266070844,False
ATT_43b2f7ad96,U_01f2255829,0.13221315064163597,False
ATT_90cdd5cd8a,U_01f2255829,-0.03154792259610989,True
ATT_fc3f02541f,U_e6d85cc260,0.19425711612253166,False
ATT_373e1e69c0,U_e6d85cc260,-0.09856830086952412,True
ATT_a26d63494b,U_f8dbb91bd5,0.03337580666287637,False
ATT_ac56ae70bc,U_ffe0756d52,0.19647629706144007,False
ATT_fce5fe0d2e,U_ffe0756d52,0.0921695698322087,False
ATT_46a234c70a,U_ffe0756d52,0.05628276786406211,False
ATT_38d0251b4a,U_ffe0756d52,0.07705329969975067,False
ATT_0a4d186ae3,U_ffe0756d52,0.06466192095276946,False
ATT_6b7af3380b,U_ffe0756d52,0.11155883443588105,False
ATT_e896548807,U_ffe0756d52,0.10239248213670432,False
ATT_09736f3b78,U_ffe0756d52,0.11875655916435571,False
ATT_d5e841d195,U_ffe0756d52,0.04446007543424235,False
ATT_43f0c0fd58,U_ffe0756d52,0.13340809992608277,False
ATT_2bc0d86a70,U_ffe0756d52,0.09620536720238565,False
ATT_59d9e0504b,U_fcb8cfba9a,0.18523778604243354,False
ATT_870fad2483,U_fcb8cfba9a,-0.055236003443328685,True
ATT_5e3b8fcf28,U_fcb8cfba9a,0.10293042004452496,False
ATT_c6b5b80150,U_4286180589,-0.053381281529169544,True
ATT_49f6a9dc0c,U_4286180589,0.08347059411405072,False
ATT_5109fad0f0,U_4286180589,-0.15238089474954677,True
ATT_9d1a01c28e,U_4286180589,0.10848425187581914,False
ATT_c78233fcbf,U_4286180589,-0.14248692920658296,True
ATT_cef35699d2,U_561670e3e7,0.006389648690933558,False
ATT_26b935fbae,U_561670e3e7,0.029838440982091652,False
ATT_3ad51c0573,U_561670e3e7,-0.03546733942149832,True
ATT_9db14c0866,U_561670e3e7,0.03676560832433623,False
ATT_c9a8a37b0e,U_561670e3e7,0.1552679735195647,False
ATT_490b43f7c9,U_561670e3e7,0.05718848284978084,False
ATT_1ced5dc1b2,U_561670e3e7,0.02684946721445225,False
ATT_1d5031e7b8,U_d4f0a6e51a,-0.02594225065855915,True
ATT_871538f2ee,U_d4f0a6e51a,0.006118501146283706,False
ATT_1ef48b5af7,U_d4f0a6e51a,0.07194181812422001,False
ATT_5c74639c23,U_73576cd1bf,-0.08253157592249144,True
ATT_a59a023de3,U_73576cd1bf,-0.016062053141378152,True
ATT_b868e09326,U_73576cd1bf,0.10701296144404937,False
ATT_c167da9b88,U_73576cd1bf,0.000841800486021449,False
ATT_d00a03ea47,U_520ea4082d,0.003296806046683809,False
ATT_5bf54d7414,U_520ea4082d,0.028228618566213226,False
ATT_dac8dec571,U_520ea4082d,0.11533779618990886,False
ATT_2f9d33554a,U_520ea4082d,0.0411092514533985,False
ATT_688cb9110a,U_cbb4dcf4c0,0.1849491347200883,False
ATT_6d33d65b40,U_cbb4dcf4c0,0.10143836480449447,False
ATT_d4d449923d,U_cbb4dcf4c0,0.03988653214607796,False
ATT_73a66291cf,U_cbb4dcf4c0,0.06610362048965529,False
ATT_15fb088c4c,U_cbb4dcf4c0,0.048229390602275046,False
ATT_c2104a342b,U_cbb4dcf4c0,0.13969161695178992,False
ATT_c0d78edb07,U_cbb4dcf4c0,0.085504763054437,False
ATT_c93811c653,U_cbb4dcf4c0,-0.008425088828056093,True
ATT_454e917b73,U_cbb4dcf4c0,0.046247133143847874,False
ATT_1e1e73d2b2,U_cbb4dcf4c0,0.07177023043541475,False
ATT_67c8cd77a5,U_cbb4dcf4c0,0.03796214931576983,False
ATT_8794985cbb,U_cbb4dcf4c0,0.5070433260406366,False
ATT_aeabeebdab,U_9155ca0773,0.14513473181669176,False
ATT_f8ccbc4f05,U_9155ca0773,0.14376841854145153,False
ATT_5be8c146f4,U_9155ca0773,0.019468090886625267,False
ATT_100711622b,U_9155ca0773,0.06984943782237657,False
ATT_bfa31d66b1,U_9155ca0773,0.06777573956032268,False
ATT_aa1f367d99,U_9155ca0773,0.20070420289826293,False
ATT_443e96f0e6,U_9155ca0773,0.13516491921381743,False
ATT_77f9da4387,U_9155ca0773,0.1864255073570668,False
ATT_f73c81a7af,U_9155ca0773,0.09529339717400587,False
ATT_dd9881db7b,U_9155ca0773,0.02443719027172392,False
ATT_faed2c6a66,U_2ad34a3bf3,0.04410124566944196,False
ATT_0d58d503fb,U_2ad34a3bf3,0.06988797317523116,False
ATT_cbd00bec84,U_2ad34a3bf3,0.10306449081568037,False
ATT_38c3120129,U_2ad34a3bf3,-0.06787207931718803,True
ATT_1cbf817d63,U_2ad34a3bf3,0.15536050494377385,False
ATT_dd3f5b4090,U_2ad34a3bf3,0.12922175978292677,False
ATT_2ffd2d5df5,U_2ad34a3bf3,-0.005673669408685633,True
ATT_dc52202122,U_2ad34a3bf3,0.17097109634588772,False
ATT_9baa135228,U_2ad34a3bf3,0.0693950267406942,False
ATT_e60cbe44ed,U_2ad34a3bf3,0.03692557741446123,False
ATT_b3c9988661,U_2ad34a3bf3,-0.16145927746686156,True
ATT_873496bc11,U_2ad34a3bf3,0.018366027815913455,False
ATT_542c9ec368,U_2ad34a3bf3,0.053683341567132004,False
ATT_167b437cdb,U_2ad34a3bf3,-0.06441908379528705,True
ATT_9e6fa4ac52,U_2ad34a3bf3,-0.13253373638793842,True
ATT_f88a077d10,U_2ad34a3bf3,-0.06040309122863069,True
ATT_df36ff7f4f,U_2ad34a3bf3,-0.08638028754536847,True
ATT_7595521355,U_87fe12d322,-0.010502636364917883,True
ATT_2ae4036276,U_87fe12d322,0.043528799859367084,False
ATT_fdf9809360,U_87fe12d322,0.053614167624586984,False
ATT_3787f6c6bb,U_87fe12d322,-0.022040815514267453,True
ATT_98cc4f301f,U_87fe12d322,-0.23008262699394638,True
ATT_a7bb247ff9,U_87fe12d322,0.5382231617108312,False
ATT_d1690fff7b,U_76e4d2dc7b,0.15752180171213026,False
ATT_6ecd0ac0d8,U_76e4d2dc7b,-0.06458905090213868,True
ATT_da7bd0f7c7,U_76e4d2dc7b,0.05486308903566889,False
ATT_2413c1c4bb,U_76e4d2dc7b,0.12349596772383237,False
ATT_10434bee02,U_76e4d2dc7b,0.048431961818804714,False
ATT_c1adcbbbc9,U_a8d3ffd489,-0.14305233956062702,True
ATT_c977385fbb,U_076a8ec27b,0.04398352532124261,False
ATT_ace49c02bf,U_076a8ec27b,0.07149649714532869,False
ATT_ea1ebb4bb2,U_076a8ec27b,0.04688780993985919,False
ATT_0b86ad2b04,U_076a8ec27b,-0.15132346716138534,True
ATT_e368201959,U_b822ba1d21,0.15485840307951151,False
ATT_366693ffdb,U_b822ba1d21,0.03871654243124728,False
ATT_bb5d9ea7b7,U_b822ba1d21,0.1461024344800598,False
ATT_d2e783d491,U_b822ba1d21,0.12632092548012452,False
ATT_e31b57c8ed,U_b822ba1d21,0.09910534662218023,False
ATT_669b96dcb4,U_b822ba1d21,0.10761351276341824,False
ATT_fc126a7541,U_b822ba1d21,0.03645260077804574,False
ATT_856d3b0085,U_b822ba1d21,0.026496211864308422,False
ATT_e6f68e5ad5,U_b822ba1d21,0.13075271642957492,False
ATT_388398c12e,U_34a2d8055f,0.10448549475608693,False
ATT_0bad120ddd,U_34a2d8055f,0.06942256328876106,False
ATT_35d0a5f2b7,U_34a2d8055f,0.009318267210559228,False
ATT_4c27a2c7fe,U_34a2d8055f,0.20698255734750398,False
ATT_82ba4093a5,U_3c32f77fb5,0.04803781361046089,False
ATT_d99bb9d4b5,U_3c32f77fb5,0.04719012185616567,False
ATT_ccc7e2437f,U_3c32f77fb5,0.05259637363640829,False
ATT_89e1bd5959,U_3c32f77fb5,0.021156698119018658,False
ATT_51e7712ebf,U_2693468689,0.10731662171288514,False
ATT_02fecbab03,U_2693468689,0.10669512993423252,False
ATT_137a74c83b,U_2693468689,0.06603707682989712,False
ATT_0209a85e7b,U_2693468689,0.22712270315154998,False
ATT_e4c2b51afa,U_2693468689,0.03740182397127584,False
ATT_5d83a5963e,U_5c97893a22,0.03409486836158432,False
ATT_a5881fb8eb,U_5c97893a22,-0.14868970750287147,True
ATT_fd61c665de,U_5c97893a22,0.15375281201113325,False
ATT_56da47bfbf,U_5c97893a22,0.01890656703832816,False
ATT_8fd9265131,U_5c97893a22,0.0708640338044958,False
ATT_7e439097c9,U_5c97893a22,0.1113576189781843,False
ATT_002dd5c37d,U_5c97893a22,0.05450336548434381,False
ATT_daeeebee15,U_5c97893a22,-0.0520137860124808,True
ATT_0a913e7b6f,U_5c97893a22,0.03172007373889868,False
ATT_e25bf271a3,U_dd0173036f,0.052173674173706996,False
ATT_f07c726aa7,U_dd0173036f,0.06429920957696184,False
ATT_407af0f227,U_dd0173036f,-0.06171854597770543,True
ATT_2959c3395c,U_dd0173036f,0.17211466877745563,False
ATT_ee564dd39d,U_dd0173036f,0.246083046794036,False
ATT_6ee084148e,U_dd0173036f,0.1275392785471044,False
ATT_13e9931ae8,U_dd0173036f,-0.13399332126524488,True
ATT_03cc01d71d,U_dd0173036f,0.03296308990286978,False
ATT_62f90fde8f,U_dd0173036f,0.1558499244934731,False
ATT_e6298b46bd,U_fd1c0e327f,0.0878576253424797,False
ATT_650bd4ed49,U_fd1c0e327f,0.10464231414358194,False
ATT_d0764a0691,U_fd1c0e327f,-0.013491942162220882,True
ATT_a97350d2a4,U_fd1c0e327f,0.0016824848873293607,False
ATT_ed66e0b056,U_fd1c0e327f,-0.07789144771297962,True
ATT_e86841201e,U_fd1c0e327f,0.036165383557166975,False
ATT_aba0d18a47,U_fd1c0e327f,-0.01599723156918048,True
ATT_6080e19dd7,U_fd1c0e327f,0.02162471138534733,False
ATT_5a76d4ccc0,U_2883c57cce,-0.11793866770623829,True
ATT_0d55051100,U_2883c57cce,0.017013709411219657,False
ATT_365ed3d054,U_2883c57cce,0.005250777291008979,False
ATT_3fef619f7a,U_2883c57cce,0.044821471748049235,False
ATT_a8ff764be5,U_2883c57cce,0.10453720843835229,False
ATT_77566539b5,U_2883c57cce,0.0990720457841654,False
