nba_event_id,user_id,attempt_id,trigger_id,action_id,channel,decision_ts,latency_ms,arbitration_winner,suppressed_reason,delivered,rendered_by_psp,cost_inr,acted_on
NBA_5e2927dd4f,U_10b6b121e9,ATT_82500ca1a9,MERCHANT_ABANDON,ACT_O-5,IN_FLOW,2025-09-19T07:00:00,59.1,ACT_O-5,,True,False,0.0,False
NBA_14da095f85,U_10b6b121e9,ATT_afa8348c80,MERCHANT_ABANDON,ACT_O-5,WA_UTILITY,2025-09-13T12:00:00,70.2,ACT_O-5,SLEEPING_DOG,True,True,0.13,False
NBA_fdf4318bc5,U_10b6b121e9,ATT_60b0c75ae7,MERCHANT_ABANDON,ACT_O-5,WA_UTILITY,2025-01-19T17:00:00,50.4,ACT_O-5,SLEEPING_DOG,True,True,0.13,False
NBA_9f37457493,U_10b6b121e9,ATT_c9dc63f59f,MERCHANT_ABANDON,ACT_O-5,WA_MARKETING,2025-01-19T05:00:00,29.0,ACT_O-5,SLEEPING_DOG,True,True,0.75,False
NBA_b17b861545,U_1e33acf6f2,ATT_3ee1523f1a,MERCHANT_ABANDON,ACT_O-1,IN_FLOW,2025-01-10T02:00:00,21.9,ACT_O-1,,True,True,0.0,False
NBA_891606d355,U_1e33acf6f2,ATT_82080ea4f4,MERCHANT_ABANDON,ACT_O-1,WA_UTILITY,2025-01-03T21:00:00,7.1,ACT_O-1,,True,True,0.13,False
NBA_5ea689530b,U_1e33acf6f2,ATT_0bd60d71dc,TECH_DECLINE,ACT_O-1,IN_FLOW,2025-01-11T20:00:00,149.0,ACT_O-1,SLEEPING_DOG,True,True,0.0,False
NBA_e6aba9db2f,U_1e33acf6f2,ATT_fbadb2fbfb,MERCHANT_ABANDON,ACT_O-1,WA_UTILITY,2025-01-08T16:00:00,11.1,ACT_O-1,SLEEPING_DOG,True,False,0.13,False
NBA_a2be99d0b9,U_1e33acf6f2,ATT_63e06c885b,MERCHANT_ABANDON,ACT_O-1,WA_UTILITY,2025-01-12T04:00:00,51.4,ACT_O-1,SLEEPING_DOG,True,False,0.13,False
NBA_8d6d011b92,U_1e33acf6f2,ATT_05e05eaa8b,QR_FORMAT_UNSUPPORTED,ACT_O-1,WA_UTILITY,2025-01-10T18:00:00,54.2,ACT_O-1,,True,True,0.13,True
NBA_ede43be8d5,U_1e33acf6f2,ATT_15766ac002,MERCHANT_ABANDON,ACT_O-1,WA_UTILITY,2025-01-11T10:00:00,67.1,ACT_O-1,,True,True,0.13,True
NBA_32c22aa0e7,U_1e33acf6f2,ATT_0eb18ed7d3,PROACTIVE,ACT_O-1,WA_UTILITY,2026-07-02T18:00:00,35.5,ACT_O-1,,True,True,0.13,False
NBA_b9baa8f872,U_1e33acf6f2,ATT_872f79ba72,PROACTIVE,ACT_O-1,APP_PUSH,2026-07-01T23:00:00,14.8,ACT_O-1,SLEEPING_DOG,True,True,0.02,False
NBA_8fba74bc4e,U_1e33acf6f2,ATT_8292a2ea2b,MERCHANT_ABANDON,ACT_O-1,IN_FLOW,2026-04-28T21:00:00,57.1,ACT_O-1,SLEEPING_DOG,True,True,0.0,False
NBA_d4d19fe504,U_f6568ebeb6,ATT_b1b77b89c2,MERCHANT_ABANDON,ACT_O-4,IN_FLOW,2025-04-25T11:00:00,3.4,ACT_O-4,SLEEPING_DOG,True,True,0.0,False
NBA_52cbbb64fe,U_f6568ebeb6,ATT_97f772b7ea,MERCHANT_ABANDON,ACT_O-4,WA_UTILITY,2025-04-25T03:00:00,10.7,ACT_O-4,SLEEPING_DOG,True,True,0.13,False
NBA_3980d75f1b,U_f6568ebeb6,ATT_3992c13744,PROACTIVE,ACT_O-4,IN_FLOW,2025-04-30T17:00:00,15.9,ACT_O-4,SLEEPING_DOG,True,True,0.0,False
NBA_761581f633,U_f6568ebeb6,ATT_f6f881e6ce,MERCHANT_ABANDON,ACT_O-4,APP_PUSH,2025-05-02T22:00:00,35.4,ACT_O-4,,True,True,0.02,True
NBA_5d2476d47e,U_f6568ebeb6,ATT_1e3a8f3588,INTL_TOGGLE_OFF,ACT_O-4,WA_UTILITY,2025-05-01T22:00:00,43.0,ACT_O-4,SLEEPING_DOG,True,True,0.13,False
NBA_76cf78feb0,U_f6568ebeb6,ATT_1886ce3570,MERCHANT_ABANDON,ACT_O-4,IN_FLOW,2025-04-28T23:00:00,84.6,ACT_O-4,SLEEPING_DOG,True,True,0.0,False
NBA_3ef84b4d87,U_8f0591f34a,ATT_9583f0b542,INTL_TOGGLE_OFF,ACT_O-6,IN_FLOW,2025-06-17T22:00:00,104.7,ACT_O-6,,True,True,0.0,False
NBA_f9dc6d29b5,U_8f0591f34a,ATT_2a594a1345,INTL_TOGGLE_OFF,ACT_O-6,APP_PUSH,2025-06-16T11:00:00,47.9,ACT_O-6,SLEEPING_DOG,True,True,0.02,False
NBA_de722f8048,U_8f0591f34a,ATT_c30928ea0c,QR_FORMAT_UNSUPPORTED,ACT_O-6,IN_FLOW,2025-06-17T02:00:00,8.9,ACT_O-6,SLEEPING_DOG,True,True,0.0,False
NBA_1cb03b9c9c,U_8f0591f34a,ATT_5aa7b4a5be,INTL_TOGGLE_OFF,ACT_O-6,IN_FLOW,2025-06-19T09:00:00,47.4,ACT_O-6,SLEEPING_DOG,True,True,0.0,False
NBA_b51e95d835,U_8f0591f34a,ATT_db6c4e258f,MERCHANT_ABANDON,ACT_O-6,SMS,2025-06-16T10:00:00,174.8,ACT_O-6,SLEEPING_DOG,True,True,0.18,False
NBA_234bb7cb7e,U_8f0591f34a,ATT_02182e3bde,PROACTIVE,ACT_O-6,IN_FLOW,2025-06-20T10:00:00,83.1,ACT_O-6,SLEEPING_DOG,True,True,0.0,False
NBA_3cda3cb0f7,U_8f0591f34a,ATT_d5f6ab8b09,TECH_DECLINE,ACT_O-6,IN_FLOW,2025-06-22T05:00:00,143.7,ACT_O-6,SLEEPING_DOG,True,True,0.0,False
NBA_c812be85f5,U_8f0591f34a,ATT_c47534b198,TECH_DECLINE,ACT_O-6,IN_FLOW,2025-06-16T09:00:00,14.3,ACT_O-6,SLEEPING_DOG,True,True,0.0,False
NBA_88c788ebe3,U_8f0591f34a,ATT_9c7ebd3b8e,INTL_TOGGLE_OFF,ACT_O-6,APP_PUSH,2025-11-04T05:00:00,35.4,ACT_O-6,,True,True,0.02,False
NBA_7b7e4f29d2,U_8f0591f34a,ATT_c9818fc794,INTL_TOGGLE_OFF,ACT_O-6,IN_FLOW,2025-11-04T02:00:00,84.3,ACT_O-6,,True,True,0.0,True
NBA_99290e4760,U_8f0591f34a,ATT_7f9a2266b6,INTL_TOGGLE_OFF,ACT_O-6,APP_PUSH,2025-11-04T00:00:00,24.8,ACT_O-6,,True,True,0.02,False
NBA_d83c49e97e,U_8f0591f34a,ATT_5ed5d3090c,INTL_TOGGLE_OFF,ACT_O-6,APP_PUSH,2025-11-05T21:00:00,18.5,ACT_O-6,SLEEPING_DOG,False,False,0.02,False
NBA_ff42bc402f,U_0b23ae4d04,ATT_95fd1a0db5,MERCHANT_ABANDON,ACT_O-4,APP_PUSH,2026-02-24T07:00:00,42.4,ACT_O-4,,True,False,0.02,False
NBA_d475f89735,U_0b23ae4d04,ATT_55a635f690,MERCHANT_ABANDON,ACT_O-4,IN_FLOW,2026-02-20T02:00:00,32.5,ACT_O-4,,True,True,0.0,False
NBA_0d4c36f8cd,U_0b23ae4d04,ATT_9d1c568350,MERCHANT_ABANDON,ACT_O-4,APP_PUSH,2026-02-21T01:00:00,44.1,ACT_O-4,,False,False,0.02,False
NBA_3b4935cfcb,U_0b23ae4d04,ATT_7272ad97db,MERCHANT_ABANDON,ACT_O-4,WA_MARKETING,2026-02-22T11:00:00,67.1,ACT_O-4,,True,True,0.75,True
NBA_9705437a0b,U_0b23ae4d04,ATT_9ab92dafe5,QR_FORMAT_UNSUPPORTED,ACT_O-4,IN_FLOW,2026-02-20T13:00:00,74.5,ACT_O-4,,True,True,0.0,False
NBA_b893e658af,U_0b23ae4d04,ATT_a7096de7a2,MERCHANT_ABANDON,ACT_O-4,IN_FLOW,2025-11-02T20:00:00,19.3,ACT_O-4,,True,True,0.0,True
NBA_eda7eee8a9,U_0b23ae4d04,ATT_f95b6e93ab,TECH_DECLINE,ACT_O-4,IN_FLOW,2025-11-07T07:00:00,7.9,ACT_O-4,,True,True,0.0,True
NBA_36cd04e753,U_0b23ae4d04,ATT_a3e7196cdd,MERCHANT_ABANDON,ACT_O-4,IN_FLOW,2025-11-06T01:00:00,27.5,ACT_O-4,,True,True,0.0,True
NBA_8117b3fe7d,U_0b23ae4d04,ATT_d6ba5017ec,PROACTIVE,ACT_O-4,APP_PUSH,2025-11-01T02:00:00,41.4,ACT_O-4,,True,True,0.02,False
NBA_85cc040a31,U_0b23ae4d04,ATT_21e9bf862e,PROACTIVE,ACT_O-4,IN_FLOW,2025-11-01T02:00:00,6.3,ACT_O-4,,True,True,0.0,False
NBA_d390412a28,U_0b23ae4d04,ATT_ff6c09e487,MERCHANT_ABANDON,ACT_O-4,APP_PUSH,2024-12-01T07:00:00,16.4,ACT_O-4,,False,False,0.02,False
NBA_bcc17607e3,U_0b23ae4d04,ATT_017b4e68f4,MERCHANT_ABANDON,ACT_O-4,WA_UTILITY,2024-12-01T13:00:00,23.1,ACT_O-4,,True,False,0.13,True
NBA_af0789c7f6,U_0b23ae4d04,ATT_fc40713037,USER_ABANDON_FX,ACT_O-4,APP_PUSH,2024-12-04T18:00:00,22.2,ACT_O-4,,True,True,0.02,False
NBA_124936bd3b,U_0b23ae4d04,ATT_be410083d3,USER_ABANDON_FX,ACT_O-4,IN_FLOW,2024-11-28T08:00:00,27.2,ACT_O-4,,True,True,0.0,False
NBA_9423b9d25f,U_0b23ae4d04,ATT_874ef187b1,USER_ABANDON_FX,ACT_O-4,WA_UTILITY,2024-12-04T16:00:00,61.5,ACT_O-4,,True,True,0.13,True
NBA_a7b05d421e,U_c36c23baca,ATT_f98d0e3983,MERCHANT_ABANDON,ACT_O-5,IN_FLOW,2025-08-16T02:00:00,64.2,ACT_O-5,,True,True,0.0,False
NBA_0430685c5c,U_c36c23baca,ATT_81a3ee5193,USER_ABANDON_FX,ACT_O-5,IN_FLOW,2025-08-15T13:00:00,24.4,ACT_O-5,SLEEPING_DOG,True,True,0.0,False
NBA_fec6dc2dca,U_c36c23baca,ATT_53347f5e1e,TECH_DECLINE,ACT_O-5,IN_FLOW,2025-08-19T01:00:00,5.3,ACT_O-5,,True,True,0.0,False
NBA_91bf174ff5,U_c36c23baca,ATT_081613b383,MERCHANT_ABANDON,ACT_O-5,APP_PUSH,2025-08-15T03:00:00,106.7,ACT_O-5,SLEEPING_DOG,True,True,0.02,False
NBA_ea6c0c8afa,U_c36c23baca,ATT_2ca5841f43,MERCHANT_ABANDON,ACT_O-5,WA_UTILITY,2025-08-17T22:00:00,30.5,ACT_O-5,SLEEPING_DOG,True,True,0.13,True
NBA_1e1e038c01,U_cc67657053,ATT_48ded123f4,PROACTIVE,ACT_O-5,IN_FLOW,2025-11-26T14:00:00,39.8,ACT_O-5,SLEEPING_DOG,True,True,0.0,False
NBA_4cf40c8140,U_cc67657053,ATT_c6ce49edea,MERCHANT_ABANDON,ACT_O-5,IN_FLOW,2025-11-28T11:00:00,46.1,ACT_O-5,SLEEPING_DOG,True,False,0.0,False
NBA_d851d5e234,U_cc67657053,ATT_50cd503574,LIMIT_EXCEEDED,ACT_O-5,IN_FLOW,2025-11-26T03:00:00,39.6,ACT_O-5,SLEEPING_DOG,True,True,0.0,False
NBA_01d6e9ca9c,U_cc67657053,ATT_7b6ef12360,QR_FORMAT_UNSUPPORTED,ACT_O-5,APP_PUSH,2025-11-26T09:00:00,55.1,ACT_O-5,SLEEPING_DOG,True,True,0.02,False
NBA_88e3bbcf1c,U_cc67657053,ATT_273cc96f43,MERCHANT_ABANDON,ACT_O-5,IN_FLOW,2026-04-03T09:00:00,12.3,ACT_O-5,,True,True,0.0,False
NBA_eb14005574,U_cc67657053,ATT_51da99397d,QR_FORMAT_UNSUPPORTED,ACT_O-5,SMS,2026-04-07T03:00:00,150.4,ACT_O-5,SLEEPING_DOG,True,True,0.18,False
NBA_63b2eba393,U_cc67657053,ATT_bc4d4a0c7e,QR_FORMAT_UNSUPPORTED,ACT_O-5,IN_FLOW,2026-04-04T23:00:00,36.5,ACT_O-5,,True,True,0.0,True
NBA_a3bb2ca16b,U_cc67657053,ATT_ef5eeb0a38,MERCHANT_ABANDON,ACT_O-5,IN_FLOW,2026-04-04T00:00:00,26.5,ACT_O-5,SLEEPING_DOG,True,True,0.0,False
NBA_513fa86ea0,U_cc67657053,ATT_c2fed0527d,MERCHANT_ABANDON,ACT_O-5,IN_FLOW,2026-04-03T08:00:00,7.3,ACT_O-5,SLEEPING_DOG,True,False,0.0,False
NBA_3c11ef1d90,U_cc67657053,ATT_57ec2f5807,QR_FORMAT_UNSUPPORTED,ACT_O-5,IN_FLOW,2026-04-08T06:00:00,44.4,ACT_O-5,,True,True,0.0,False
NBA_63c8156e2f,U_cc67657053,ATT_1d7c482a8b,MERCHANT_ABANDON,ACT_O-5,APP_PUSH,2026-04-08T03:00:00,76.5,ACT_O-5,,True,True,0.02,False
NBA_98bbda7a75,U_cc67657053,ATT_d65240854a,USER_ABANDON_FX,ACT_O-5,WA_MARKETING,2026-04-02T02:00:00,38.9,ACT_O-5,SLEEPING_DOG,False,False,0.75,False
NBA_3484cd4b66,U_cc67657053,ATT_3aff627c93,MERCHANT_ABANDON,ACT_O-5,IN_FLOW,2026-04-07T06:00:00,57.7,ACT_O-5,SLEEPING_DOG,True,True,0.0,False
NBA_13f17b0e3d,U_cc67657053,ATT_1649ea03b3,QR_FORMAT_UNSUPPORTED,ACT_O-5,APP_PUSH,2026-04-02T21:00:00,32.1,ACT_O-5,SLEEPING_DOG,True,True,0.02,False
NBA_90f81e6168,U_cc67657053,ATT_232171a086,MERCHANT_ABANDON,ACT_O-5,IN_FLOW,2026-04-07T14:00:00,33.1,ACT_O-5,SLEEPING_DOG,True,True,0.0,False
NBA_f6d0adb9bb,U_058c3338a3,ATT_80d46284ce,TECH_DECLINE,ACT_O-4,APP_PUSH,2026-02-03T02:00:00,42.0,ACT_O-4,,True,True,0.02,True
NBA_92a6c35381,U_058c3338a3,ATT_0d8522add9,PROACTIVE,ACT_O-4,APP_PUSH,2026-02-02T05:00:00,94.4,ACT_O-4,SLEEPING_DOG,True,True,0.02,False
NBA_c65f557feb,U_020f53a751,ATT_5c567b2007,INTL_TOGGLE_OFF,ACT_O-2,IN_FLOW,2025-06-28T10:00:00,77.1,ACT_O-2,,True,True,0.0,True
NBA_b2d3aab166,U_020f53a751,ATT_a32b11e252,INTL_TOGGLE_OFF,ACT_O-2,APP_PUSH,2025-06-23T02:00:00,49.0,ACT_O-2,SLEEPING_DOG,True,False,0.02,False
NBA_f5a901ebb8,U_020f53a751,ATT_56649b6612,INTL_TOGGLE_OFF,ACT_O-2,IN_FLOW,2025-06-23T00:00:00,11.3,ACT_O-2,SLEEPING_DOG,True,True,0.0,False
NBA_317d14a14b,U_020f53a751,ATT_dee87f0000,INTL_TOGGLE_OFF,ACT_O-2,IN_FLOW,2025-06-21T02:00:00,36.2,ACT_O-2,SLEEPING_DOG,True,True,0.0,False
NBA_af5961eb9f,U_020f53a751,ATT_8f47486aac,INTL_TOGGLE_OFF,ACT_O-2,WA_UTILITY,2025-06-28T22:00:00,8.4,ACT_O-2,SLEEPING_DOG,True,True,0.13,False
NBA_f67480e27b,U_9c19236920,ATT_5fc6c2c0b1,INTL_TOGGLE_OFF,ACT_O-2,IN_FLOW,2024-09-02T03:00:00,14.7,ACT_O-2,,True,True,0.0,True
NBA_858eae3305,U_9c19236920,ATT_a142292ead,USER_ABANDON_FX,ACT_O-2,WA_UTILITY,2024-08-28T11:00:00,44.4,ACT_O-2,SLEEPING_DOG,True,True,0.13,False
NBA_4a5058ebbf,U_9c19236920,ATT_2fbc6c3f42,INTL_TOGGLE_OFF,ACT_O-2,WA_UTILITY,2024-08-27T07:00:00,17.9,ACT_O-2,SLEEPING_DOG,True,True,0.13,False
NBA_a45597aa66,U_6248293760,ATT_0f92d601f9,MERCHANT_ABANDON,ACT_O-1,APP_PUSH,2025-09-16T11:00:00,38.3,ACT_O-1,,True,True,0.02,True
NBA_9d7dabd87d,U_6248293760,ATT_9cb64c3039,MERCHANT_ABANDON,ACT_O-1,APP_PUSH,2025-09-11T15:00:00,42.9,ACT_O-1,,True,True,0.02,False
NBA_05a1e99bef,U_bcd2fc48f7,ATT_568362c28b,USER_ABANDON_FX,ACT_O-5,IN_FLOW,2025-04-04T19:00:00,52.8,ACT_O-5,,True,True,0.0,False
NBA_9aea586ffe,U_bcd2fc48f7,ATT_881583a268,INTL_TOGGLE_OFF,ACT_O-5,APP_PUSH,2025-04-03T23:00:00,82.5,ACT_O-5,,True,True,0.02,False
NBA_c108bae0f2,U_bcd2fc48f7,ATT_9c128e2bcd,USER_ABANDON_FX,ACT_O-5,IN_FLOW,2025-04-05T00:00:00,51.9,ACT_O-5,,True,False,0.0,False
NBA_a21de32a10,U_bcd2fc48f7,ATT_637b1e8eb1,INTL_TOGGLE_OFF,ACT_O-5,IN_FLOW,2025-05-06T18:00:00,5.4,ACT_O-5,,True,True,0.0,True
NBA_57f5a141fc,U_bcd2fc48f7,ATT_8c7f3fcb02,INTL_TOGGLE_OFF,ACT_O-5,APP_PUSH,2025-05-07T06:00:00,19.3,ACT_O-5,,True,True,0.02,True
NBA_30b2047f5a,U_bcd2fc48f7,ATT_0d44ae841d,INTL_TOGGLE_OFF,ACT_O-5,WA_UTILITY,2025-05-03T13:00:00,28.3,ACT_O-5,,True,True,0.13,False
NBA_d11edc1fac,U_bcd2fc48f7,ATT_870460727b,MERCHANT_ABANDON,ACT_O-5,APP_PUSH,2025-05-06T14:00:00,45.3,ACT_O-5,,True,False,0.02,False
NBA_b9d18cc0a0,U_bcd2fc48f7,ATT_f0a8c68067,INTL_TOGGLE_OFF,ACT_O-5,SMS,2025-05-06T23:00:00,18.0,ACT_O-5,,True,True,0.18,False
NBA_ad7ab82dc5,U_bcd2fc48f7,ATT_8d6590455e,INTL_TOGGLE_OFF,ACT_O-5,IN_FLOW,2025-05-06T13:00:00,18.4,ACT_O-5,,True,True,0.0,True
NBA_62db0e6327,U_e5e6a9ad66,ATT_b40c4a9ac1,INTL_TOGGLE_OFF,ACT_O-3,IN_FLOW,2025-07-01T09:00:00,67.7,ACT_O-3,SLEEPING_DOG,True,True,0.0,False
NBA_bf2ff9fc21,U_e5e6a9ad66,ATT_3eddc18ed5,INTL_TOGGLE_OFF,ACT_O-3,IN_FLOW,2025-07-01T02:00:00,7.6,ACT_O-3,SLEEPING_DOG,True,True,0.0,False
NBA_19059e2e90,U_e5e6a9ad66,ATT_1608019460,MERCHANT_ABANDON,ACT_O-3,IN_FLOW,2025-06-29T15:00:00,17.3,ACT_O-3,SLEEPING_DOG,True,True,0.0,False
NBA_8fb9807f33,U_e5e6a9ad66,ATT_605eeb03a0,QR_FORMAT_UNSUPPORTED,ACT_O-3,APP_PUSH,2025-07-02T21:00:00,80.2,ACT_O-3,SLEEPING_DOG,True,True,0.02,False
NBA_d49e986eaf,U_e5e6a9ad66,ATT_e91cb8afc7,INTL_TOGGLE_OFF,ACT_O-3,IN_FLOW,2025-05-19T18:00:00,28.2,ACT_O-3,SLEEPING_DOG,True,True,0.0,False
