user_id,cohort_id_true,entity_type,home_country,psp_id,issuer_id,issuer_intl_live,psp_intl_supported,intl_toggle_status,first_seen_date,risk_tier,fx_elasticity_true,nudge_receptivity_true,baseline_propensity_true,tau_true,consent_profiling,consent_location,consent_marketing,direction
U_72dfd2ad1f,O-2,RESIDENT,IN,GPAY,ISSUER_08,False,True,OFF,2024-08-21,STD,0.809,0.175,0.374,0.067,True,True,False,OUT
U_1191b974e5,O-2,RESIDENT,IN,GPAY,ISSUER_05,True,False,OFF,2024-09-19,STD,0.17,-0.154,0.121,0.058,True,True,True,OUT
U_b5ea9ad86c,O-2,RESIDENT,IN,PHONEPE,ISSUER_09,True,True,OFF,2025-09-01,STD,0.615,-0.128,0.616,-0.15,True,True,True,OUT
U_1fb68f15a4,O-6,RESIDENT,IN,BHIM,ISSUER_05,False,True,OFF,2025-02-11,STD,0.387,-0.049,0.466,0.079,False,False,True,OUT
U_91f38ae6dc,O-6,RESIDENT,IN,GPAY,ISSUER_03,False,False,OFF,2025-05-08,ELEVATED,0.353,0.348,0.402,-0.088,True,True,True,OUT
U_1ac216b11d,O-1,RESIDENT,IN,PHONEPE,ISSUER_03,True,True,ON,2025-06-13,STD,0.716,-0.329,0.724,-0.15,True,False,True,OUT
U_00954c33be,O-1,RESIDENT,IN,GPAY,ISSUER_11,True,True,ON,2024-12-25,STD,0.584,0.6,0.168,0.014,True,True,False,OUT
U_baad3c2af9,O-2,RESIDENT,IN,BHIM,ISSUER_07,True,True,OFF,2025-03-24,STD,0.784,-0.221,0.681,-0.009,True,False,True,OUT
U_aee726623f,O-3,RESIDENT,IN,GPAY,ISSUER_01,True,True,ON,2026-04-22,STD,0.341,-0.23,0.558,-0.142,False,False,False,OUT
U_fa1f14aaf9,O-2,RESIDENT,IN,PHONEPE,ISSUER_05,True,True,ON,2026-02-18,STD,0.713,0.093,0.361,-0.098,True,True,True,OUT
U_ad71a24056,O-2,RESIDENT,IN,BHIM,ISSUER_12,True,True,OFF,2025-08-31,STD,0.555,0.107,0.079,-0.015,False,True,True,OUT
U_76a74bc049,O-1,RESIDENT,IN,PHONEPE,ISSUER_05,True,True,ON,2024-08-14,STD,0.748,0.114,0.055,0.211,True,False,True,OUT
U_7c3b9ba5a0,O-4,RESIDENT,IN,PHONEPE,ISSUER_12,True,True,ON,2026-04-27,STD,0.381,0.237,0.14,0.075,True,True,False,OUT
U_630ad5817c,O-5,RESIDENT,IN,BHIM,ISSUER_08,True,True,ON,2026-04-05,STD,0.55,-0.312,0.173,-0.118,True,True,True,OUT
U_9f3826157b,O-6,RESIDENT,IN,GPAY,ISSUER_03,False,False,OFF,2025-04-17,STD,0.5,-0.031,0.362,0.014,True,True,True,OUT
U_c1be4b15e7,O-1,RESIDENT,IN,PHONEPE,ISSUER_12,True,True,ON,2025-08-22,STD,0.554,-0.025,0.209,0.06,True,True,False,OUT
U_d906067867,O-5,RESIDENT,IN,GPAY,ISSUER_11,True,True,ON,2024-12-10,STD,0.386,0.096,0.185,-0.059,True,True,True,OUT
U_d0132a21e8,O-6,RESIDENT,IN,PHONEPE,ISSUER_03,True,False,OFF,2024-11-24,STD,0.319,-0.019,0.212,-0.15,False,True,False,OUT
U_47156a783e,O-1,RESIDENT,IN,PHONEPE,ISSUER_10,True,True,ON,2024-12-27,STD,0.204,0.101,0.146,0.027,True,True,False,OUT
U_28a245e63b,O-2,RESIDENT,IN,BHIM,ISSUER_09,True,True,OFF,2026-05-09,STD,0.552,0.252,0.115,0.164,True,True,True,OUT
U_31b29bb935,O-2,RESIDENT,IN,PHONEPE,ISSUER_01,True,True,OFF,2026-02-17,STD,0.727,0.46,0.397,-0.055,True,True,False,OUT
U_d458aa6986,O-3,RESIDENT,IN,GPAY,ISSUER_03,True,True,OFF,2025-08-20,STD,0.193,0.158,0.26,0.042,True,True,False,OUT
U_06a14c7227,O-5,RESIDENT,IN,GPAY,ISSUER_09,True,True,OFF,2025-06-06,STD,0.169,0.081,0.228,0.088,True,True,True,OUT
U_45962350af,O-1,RESIDENT,IN,BHIM,ISSUER_07,False,True,ON,2025-10-14,STD,0.964,0.279,0.403,0.0,True,True,False,OUT
U_95ea64c9a5,O-3,RESIDENT,IN,GPAY,ISSUER_05,True,True,ON,2026-06-24,STD,0.119,0.011,0.363,-0.15,False,True,True,OUT
U_cae74bf010,O-4,RESIDENT,IN,PHONEPE,ISSUER_03,True,True,OFF,2024-08-17,STD,0.805,-0.174,0.254,0.075,True,True,True,OUT
U_e95b5f7b2a,O-3,RESIDENT,IN,PHONEPE,ISSUER_02,True,True,OFF,2024-12-01,STD,0.325,0.275,0.351,0.092,False,True,False,OUT
U_3244b30a06,O-2,RESIDENT,IN,PHONEPE,ISSUER_09,True,True,ON,2025-12-19,STD,0.173,0.358,0.335,-0.049,True,False,True,OUT
U_5dc7f0fae1,O-3,RESIDENT,IN,PHONEPE,ISSUER_12,True,True,ON,2026-07-06,STD,0.213,0.222,0.28,-0.048,True,True,False,OUT
U_d507c95bd3,O-2,RESIDENT,IN,GPAY,ISSUER_03,True,True,OFF,2026-05-06,STD,0.429,0.303,0.14,0.052,True,False,False,OUT
U_d962412ca8,O-5,RESIDENT,IN,GPAY,ISSUER_09,True,True,OFF,2025-11-07,STD,0.817,-0.225,0.148,0.152,True,False,True,OUT
U_756bffb3e0,O-4,RESIDENT,IN,PHONEPE,ISSUER_05,True,True,ON,2025-03-12,STD,0.773,0.001,0.295,0.142,False,True,True,OUT
U_0759548b57,O-2,RESIDENT,IN,BHIM,ISSUER_06,True,True,OFF,2026-05-05,STD,0.273,0.061,0.162,-0.094,True,True,True,OUT
U_3004b8c7ce,O-1,RESIDENT,IN,PHONEPE,ISSUER_11,True,True,ON,2025-05-19,STD,0.605,0.221,0.443,-0.15,True,True,True,OUT
U_f18af2ad07,O-5,RESIDENT,IN,BHIM,ISSUER_07,True,True,ON,2025-03-19,STD,0.688,0.006,0.117,0.236,True,True,True,OUT
U_5b16691df9,O-6,RESIDENT,IN,GPAY,ISSUER_03,True,False,OFF,2026-02-16,STD,0.671,0.121,0.272,0.203,True,True,True,OUT
U_6b76b4b20a,O-2,RESIDENT,IN,BHIM,ISSUER_07,True,True,ON,2025-09-17,STD,0.601,0.052,0.23,-0.069,True,False,False,OUT
U_6d38254a8b,O-1,RESIDENT,IN,PHONEPE,ISSUER_01,True,True,ON,2026-05-15,STD,0.409,0.202,0.194,-0.044,False,False,False,OUT
U_1b1b297d94,O-3,RESIDENT,IN,GPAY,ISSUER_12,True,True,OFF,2025-06-17,STD,0.414,-0.078,0.121,0.035,True,True,False,OUT
U_050eef1a3f,O-3,RESIDENT,IN,PHONEPE,ISSUER_11,True,True,ON,2025-05-26,STD,0.067,0.332,0.396,-0.15,True,True,True,OUT
U_01f2255829,O-4,RESIDENT,IN,PHONEPE,ISSUER_04,True,True,OFF,2025-12-30,STD,0.741,0.099,0.242,0.238,True,True,True,OUT
U_dc5519ea39,O-4,RESIDENT,IN,BHIM,ISSUER_04,True,True,OFF,2025-02-02,STD,0.423,0.003,0.473,-0.15,True,True,True,OUT
U_499759255d,O-6,RESIDENT,IN,PHONEPE,ISSUER_09,False,False,OFF,2026-06-28,STD,0.423,-0.081,0.715,-0.15,True,True,False,OUT
U_e6d85cc260,O-2,RESIDENT,IN,PHONEPE,ISSUER_07,True,True,ON,2024-10-27,STD,0.749,-0.287,0.639,0.123,True,True,False,OUT
U_f8dbb91bd5,O-3,RESIDENT,IN,PHONEPE,ISSUER_02,True,True,ON,2025-07-20,ELEVATED,0.198,0.254,0.033,-0.009,True,True,True,OUT
U_ea1d02d0d5,O-6,RESIDENT,IN,BHIM,ISSUER_04,False,True,OFF,2024-10-16,STD,0.605,0.367,0.431,-0.049,True,True,True,OUT
U_f9280aaecf,O-1,RESIDENT,IN,BHIM,ISSUER_03,False,True,ON,2024-12-21,STD,0.719,0.034,0.431,-0.15,True,True,True,OUT
U_ffe0756d52,O-3,RESIDENT,IN,GPAY,ISSUER_08,True,True,OFF,2026-01-22,STD,0.987,0.148,0.364,-0.127,False,False,True,OUT
U_d4c3b2f4bb,O-6,RESIDENT,IN,GPAY,ISSUER_01,False,True,OFF,2025-03-28,STD,0.906,-0.313,0.376,0.126,True,True,False,OUT
U_d29e5df416,O-1,RESIDENT,IN,BHIM,ISSUER_04,True,True,ON,2025-09-13,STD,0.431,-0.016,0.569,-0.083,False,True,False,OUT
U_8e5d247893,O-2,RESIDENT,IN,BHIM,ISSUER_04,True,True,OFF,2025-06-25,STD,0.286,0.277,0.164,-0.15,True,True,False,OUT
U_fcb8cfba9a,O-1,RESIDENT,IN,GPAY,ISSUER_12,True,True,ON,2025-10-18,STD,0.067,0.004,0.126,0.041,True,True,False,OUT
U_7b500afd68,O-5,RESIDENT,IN,BHIM,ISSUER_11,True,True,OFF,2025-12-04,STD,0.426,0.134,0.372,-0.04,False,True,False,OUT
U_20f969819b,O-6,RESIDENT,IN,BHIM,ISSUER_05,False,True,OFF,2026-04-29,STD,0.26,0.297,0.323,-0.15,True,False,False,OUT
U_bd6a74499c,O-6,RESIDENT,IN,PHONEPE,ISSUER_01,False,False,OFF,2024-12-28,STD,0.561,0.035,0.216,-0.096,True,True,True,OUT
U_61b2151edc,O-6,RESIDENT,IN,GPAY,ISSUER_09,False,False,OFF,2025-04-08,STD,0.398,-0.4,0.358,0.004,True,True,False,OUT
U_4286180589,O-2,RESIDENT,IN,BHIM,ISSUER_04,True,True,ON,2025-01-21,STD,0.373,0.021,0.261,0.042,True,False,True,OUT
U_6042b14386,O-6,RESIDENT,IN,GPAY,ISSUER_10,True,True,OFF,2024-10-01,STD,0.495,0.017,0.154,0.301,False,True,True,OUT
U_561670e3e7,O-5,RESIDENT,IN,GPAY,ISSUER_02,True,True,ON,2025-12-06,STD,0.355,-0.147,0.606,-0.15,True,True,True,OUT
U_9d795f656f,O-1,RESIDENT,IN,GPAY,ISSUER_05,True,True,ON,2024-12-06,STD,0.716,-0.021,0.467,-0.057,False,True,False,OUT
U_d4f0a6e51a,O-5,RESIDENT,IN,GPAY,ISSUER_02,True,True,OFF,2025-05-05,STD,0.437,0.32,0.107,-0.03,True,True,True,OUT
U_73576cd1bf,O-2,RESIDENT,IN,BHIM,ISSUER_12,True,True,OFF,2026-01-11,STD,0.66,0.044,0.165,0.085,True,True,False,OUT
U_520ea4082d,O-1,RESIDENT,IN,BHIM,ISSUER_11,True,True,ON,2026-07-23,STD,0.743,0.063,0.118,0.31,True,True,False,OUT
U_cbb4dcf4c0,O-3,RESIDENT,IN,GPAY,ISSUER_02,True,True,OFF,2025-04-05,STD,0.295,0.526,0.012,-0.132,True,True,False,OUT
U_9155ca0773,O-4,RESIDENT,IN,GPAY,ISSUER_05,True,True,OFF,2026-01-10,STD,0.582,0.071,0.282,0.177,True,False,True,OUT
U_2ad34a3bf3,O-4,RESIDENT,IN,PHONEPE,ISSUER_09,True,True,ON,2024-09-18,STD,0.721,-0.004,0.409,0.196,True,True,True,OUT
U_87fe12d322,O-2,RESIDENT,IN,GPAY,ISSUER_02,True,True,OFF,2025-08-17,STD,0.267,-0.194,0.594,-0.025,True,True,True,OUT
U_76e4d2dc7b,O-4,RESIDENT,IN,GPAY,ISSUER_06,True,True,OFF,2024-12-27,STD,0.557,0.496,0.149,0.441,True,True,False,OUT
U_a8d3ffd489,O-1,RESIDENT,IN,GPAY,ISSUER_10,True,True,ON,2025-03-22,STD,0.345,0.56,0.195,0.203,True,True,False,OUT
U_d583d3b6cf,O-1,RESIDENT,IN,PHONEPE,ISSUER_08,True,True,ON,2025-05-30,ELEVATED,0.195,0.258,0.255,0.014,True,True,False,OUT
U_076a8ec27b,O-2,RESIDENT,IN,PHONEPE,ISSUER_01,True,True,OFF,2025-09-26,STD,0.68,-0.019,0.874,-0.15,True,False,False,OUT
U_b822ba1d21,O-2,RESIDENT,IN,PHONEPE,ISSUER_06,True,True,OFF,2024-11-07,STD,0.868,-0.227,0.317,0.027,False,False,False,OUT
U_34a2d8055f,O-6,RESIDENT,IN,PHONEPE,ISSUER_06,True,True,OFF,2024-08-11,STD,0.552,0.05,0.201,0.26,True,True,False,OUT
U_2ff56230f6,O-2,RESIDENT,IN,BHIM,ISSUER_05,True,True,OFF,2025-10-27,STD,0.581,0.101,0.258,-0.009,False,True,True,OUT
U_49b44ddc0b,O-6,RESIDENT,IN,GPAY,ISSUER_03,False,False,OFF,2026-06-26,STD,0.489,0.175,0.299,-0.144,True,True,True,OUT
U_52decfd3e5,O-6,RESIDENT,IN,PHONEPE,ISSUER_01,False,False,OFF,2025-02-17,STD,0.209,0.061,0.334,-0.032,False,False,False,OUT
U_1c30f113f4,O-6,RESIDENT,IN,GPAY,ISSUER_11,False,False,OFF,2025-09-29,STD,0.387,0.091,0.236,-0.002,False,True,True,OUT
U_3c32f77fb5,O-2,RESIDENT,IN,GPAY,ISSUER_07,True,True,ON,2025-08-30,ELEVATED,0.279,0.274,0.102,0.194,True,True,False,OUT
U_2693468689,O-1,RESIDENT,IN,BHIM,ISSUER_10,True,True,ON,2025-04-21,STD,0.262,0.133,0.124,-0.047,True,True,True,OUT
U_5c97893a22,O-5,RESIDENT,IN,BHIM,ISSUER_03,True,True,OFF,2026-04-10,STD,0.662,0.074,0.302,0.192,True,False,True,OUT
U_ff64ceb27f,O-3,RESIDENT,IN,GPAY,ISSUER_10,True,False,ON,2026-06-18,STD,0.029,0.382,0.119,0.041,True,False,True,OUT
U_dd0173036f,O-1,RESIDENT,IN,GPAY,ISSUER_03,True,True,ON,2025-01-24,STD,0.151,0.162,0.269,0.128,True,True,False,OUT
U_18646cffa8,O-6,RESIDENT,IN,BHIM,ISSUER_07,False,False,OFF,2026-01-26,STD,0.548,0.258,0.216,-0.15,True,True,True,OUT
U_ce9f57ea4f,O-6,RESIDENT,IN,BHIM,ISSUER_11,True,False,OFF,2025-02-01,STD,0.871,0.286,0.273,0.049,True,True,True,OUT
U_fd1c0e327f,O-1,RESIDENT,IN,BHIM,ISSUER_10,True,True,ON,2025-02-07,STD,0.629,-0.332,0.303,0.14,True,False,False,OUT
U_bbbd41cfcb,O-6,RESIDENT,IN,PHONEPE,ISSUER_02,False,True,OFF,2024-12-27,STD,0.059,0.029,0.286,0.117,True,False,True,OUT
U_2883c57cce,O-2,RESIDENT,IN,GPAY,ISSUER_04,True,True,ON,2025-05-10,STD,0.679,0.45,0.209,-0.057,True,True,False,OUT
U_99bf7c8fd7,O-3,RESIDENT,IN,GPAY,ISSUER_09,True,True,ON,2024-09-17,STD,0.823,0.192,0.326,-0.041,True,True,True,OUT
U_09f2bbe992,O-1,RESIDENT,IN,BHIM,ISSUER_12,True,True,ON,2025-02-18,STD,0.518,0.263,0.093,0.039,True,True,False,OUT
U_7ab1be4a05,O-2,RESIDENT,IN,BHIM,ISSUER_07,True,True,ON,2026-04-11,STD,0.263,0.597,0.39,0.06,True,True,True,OUT
U_7ff947099e,O-3,RESIDENT,IN,GPAY,ISSUER_09,True,True,ON,2024-12-31,STD,0.467,0.237,0.228,-0.096,True,True,True,OUT
U_7183f0f61c,O-5,RESIDENT,IN,BHIM,ISSUER_01,True,True,ON,2025-05-05,STD,0.594,0.217,0.246,-0.004,True,False,True,OUT
U_ffa0e2c7e7,O-5,RESIDENT,IN,GPAY,ISSUER_10,True,True,OFF,2024-09-11,STD,0.582,0.224,0.41,0.044,True,True,False,OUT
U_11e8cbe40a,O-3,RESIDENT,IN,PHONEPE,ISSUER_09,True,True,ON,2025-06-24,STD,0.396,0.318,0.234,0.2,True,False,True,OUT
U_77739dbd32,O-5,RESIDENT,IN,PHONEPE,ISSUER_11,True,False,ON,2024-08-14,STD,0.329,0.316,0.161,-0.15,True,True,True,OUT
U_6bfce08443,O-3,RESIDENT,IN,BHIM,ISSUER_04,True,True,OFF,2026-02-22,STD,0.108,-0.009,0.679,-0.15,True,True,False,OUT
U_9248823a7d,O-5,RESIDENT,IN,BHIM,ISSUER_01,True,True,OFF,2025-02-25,STD,0.617,-0.4,0.437,0.047,True,True,True,OUT
U_1c6d69d8b5,O-6,RESIDENT,IN,BHIM,ISSUER_02,False,True,OFF,2025-02-20,STD,0.719,0.017,0.255,0.073,True,True,False,OUT
U_96eed4a1a2,O-3,RESIDENT,IN,PHONEPE,ISSUER_02,False,True,ON,2025-10-03,STD,0.482,0.567,0.174,0.129,True,True,False,OUT
U_5744d3e8be,O-3,RESIDENT,IN,GPAY,ISSUER_02,True,True,OFF,2026-07-11,STD,0.112,0.055,0.027,0.081,False,True,True,OUT
U_3760d7b3ef,O-5,RESIDENT,IN,GPAY,ISSUER_10,False,False,ON,2026-07-27,STD,0.428,0.374,0.238,0.226,True,False,False,OUT
U_dfb4594836,O-1,RESIDENT,IN,PHONEPE,ISSUER_04,False,False,ON,2024-09-02,STD,0.553,0.38,0.014,-0.046,False,True,True,OUT
U_4279a192c5,O-1,RESIDENT,IN,PHONEPE,ISSUER_01,True,True,ON,2025-12-11,STD,0.339,0.236,0.499,-0.034,True,True,False,OUT
U_f657c6dcb1,O-5,RESIDENT,IN,PHONEPE,ISSUER_07,True,True,ON,2024-08-19,STD,0.75,0.009,0.399,0.053,True,True,True,OUT
U_27a829d547,O-1,RESIDENT,IN,PHONEPE,ISSUER_06,True,True,ON,2024-08-15,STD,0.584,-0.013,0.421,-0.049,True,True,True,OUT
U_650c4c1180,O-1,RESIDENT,IN,BHIM,ISSUER_11,True,True,ON,2024-10-24,STD,0.363,0.116,0.382,0.065,True,False,True,OUT
U_655fc54a13,O-5,RESIDENT,IN,PHONEPE,ISSUER_02,True,True,OFF,2025-02-13,STD,0.597,-0.166,0.303,0.082,True,True,True,OUT
U_daced4479f,O-1,RESIDENT,IN,GPAY,ISSUER_09,True,True,ON,2024-11-09,STD,0.094,-0.015,0.604,0.005,True,True,False,OUT
U_26739ba4b3,O-4,RESIDENT,IN,BHIM,ISSUER_10,True,True,ON,2025-11-06,STD,0.432,0.273,0.409,0.059,True,True,False,OUT
U_6597c759c9,O-2,RESIDENT,IN,GPAY,ISSUER_05,True,True,ON,2024-09-27,STD,0.38,0.071,0.11,-0.061,True,False,True,OUT
U_ad11a86cfa,O-2,RESIDENT,IN,GPAY,ISSUER_05,True,True,OFF,2025-03-18,RESTRICTED,0.132,-0.113,0.695,-0.136,False,True,True,OUT
U_15cd16d551,O-2,RESIDENT,IN,BHIM,ISSUER_07,True,True,ON,2024-11-07,STD,0.278,-0.106,0.472,0.013,True,False,False,OUT
U_024c5f6337,O-6,RESIDENT,IN,PHONEPE,ISSUER_03,True,False,OFF,2025-05-01,STD,0.75,0.363,0.214,0.116,True,False,True,OUT
U_aaef02e513,O-2,RESIDENT,IN,PHONEPE,ISSUER_05,True,False,OFF,2026-04-15,STD,0.804,0.027,0.298,0.139,True,False,False,OUT
U_08e486c071,O-2,RESIDENT,IN,PHONEPE,ISSUER_11,True,True,ON,2025-07-16,STD,0.759,-0.013,0.441,-0.094,True,False,False,OUT
U_ee84f99872,O-5,RESIDENT,IN,PHONEPE,ISSUER_08,True,True,OFF,2025-07-05,STD,0.431,0.135,0.279,0.093,True,False,True,OUT
U_494c350aaf,O-1,RESIDENT,IN,PHONEPE,ISSUER_01,True,True,ON,2026-02-22,ELEVATED,0.678,-0.205,0.945,-0.15,True,False,False,OUT
U_be0745d681,O-5,RESIDENT,IN,PHONEPE,ISSUER_10,True,True,OFF,2026-06-27,STD,0.481,0.217,0.056,0.079,True,True,False,OUT
U_ebc0178046,O-6,RESIDENT,IN,BHIM,ISSUER_07,False,False,OFF,2026-07-07,STD,0.065,-0.023,0.668,-0.15,True,True,False,OUT
U_87deaf9f48,O-2,RESIDENT,IN,GPAY,ISSUER_01,True,True,OFF,2025-07-10,STD,0.372,0.364,0.266,-0.089,True,False,True,OUT
U_961d2b241c,O-2,RESIDENT,IN,GPAY,ISSUER_04,True,True,OFF,2025-10-31,ELEVATED,0.608,-0.093,0.375,-0.007,True,False,False,OUT
